hgnc_symbol,ensembl_gene_id,entrezgene_id,mgi_symbol,ensembl_gene_id_mouse,entrezgene_id_mouse
TICAM1,ENSG00000127666,148022,Ticam1,ENSMUSG00000047123,106759
MAP2K2,ENSG00000126934,5605,Map2k2,ENSMUSG00000035027,26396
PRKCG,ENSG00000126583,5582,Prkcg,ENSMUSG00000078816,18752
BECN1,ENSG00000126581,8678,Becn1,ENSMUSG00000035086,56208
MMP24,ENSG00000125966,10893,Mmp24,ENSMUSG00000027612,17391
C3,ENSG00000125730,718,C3,ENSMUSG00000024164,12266
IL1B,ENSG00000125538,3553,Il1b,ENSMUSG00000027398,16176
CDKN1A,ENSG00000124762,1026,Cdkn1a,ENSMUSG00000023067,12575
TREM1,ENSG00000124731,54210,Trem1,ENSMUSG00000042265,58217
SERPINB6,ENSG00000124570,5269,Serpinb6a,ENSMUSG00000060147,20719
SIRT5,ENSG00000124523,23408,Sirt5,ENSMUSG00000054021,68346
PMEPA1,ENSG00000124225,56937,Pmepa1,ENSMUSG00000038400,65112
PTGIS,ENSG00000124212,5740,Ptgis,ENSMUSG00000017969,19223
SLPI,ENSG00000124107,6590,Slpi,ENSMUSG00000017002,20568
ACSL3,ENSG00000123983,2181,Acsl3,ENSMUSG00000032883,74205
DBH,ENSG00000123454,1621,Dbh,ENSMUSG00000000889,13166
LRP1,ENSG00000123384,4035,Lrp1,ENSMUSG00000040249,16971
CDK2,ENSG00000123374,1017,Cdk2,ENSMUSG00000025358,12566
MMP19,ENSG00000123342,4327,Mmp19,ENSMUSG00000025355,58223
OPTN,ENSG00000123240,10133,Optn,ENSMUSG00000026672,71648
PKN1,ENSG00000123143,5585,Pkn1,ENSMUSG00000057672,320795
ITPR2,ENSG00000123104,3709,Itpr2,ENSMUSG00000030287,16439
BHLHE41,ENSG00000123095,79365,Bhlhe41,ENSMUSG00000030256,79362
EGR2,ENSG00000122877,1959,Egr2,ENSMUSG00000037868,13654
RECK,ENSG00000122707,8434,Reck,ENSMUSG00000028476,53614
CLTA,ENSG00000122705,1211,Clta,ENSMUSG00000028478,12757
FAM126A,ENSG00000122591,84668,Fam126a,ENSMUSG00000028995,84652
NPY,ENSG00000122585,4852,Npy,ENSMUSG00000029819,109648
CXCR4,ENSG00000121966,7852,Cxcr4,ENSMUSG00000045382,12767
PIK3CA,ENSG00000121879,5290,Pik3ca,ENSMUSG00000027665,18706
CCR2,ENSG00000121807,729230,Ccr2,ENSMUSG00000049103,12772
LYPLA1,ENSG00000120992,10434,Lypla1,ENSMUSG00000025903,18777
TARDBP,ENSG00000120948,23435,Tardbp,ENSMUSG00000041459,230908
PPP3CC,ENSG00000120910,5533,Ppp3cc,ENSMUSG00000022092,19057
PTK2B,ENSG00000120899,2185,Ptk2b,ENSMUSG00000059456,19229
TNFRSF10B,ENSG00000120889,8795,Tnfrsf10b,ENSMUSG00000022074,21933
CLU,ENSG00000120885,1191,Clu,ENSMUSG00000022037,12759
APAF1,ENSG00000120868,317,Apaf1,ENSMUSG00000019979,11783
PLS1,ENSG00000120756,5357,Pls1,ENSMUSG00000049493,102502
EGR1,ENSG00000120738,1958,Egr1,ENSMUSG00000038418,13653
PLXDC2,ENSG00000120594,84898,Plxdc2,ENSMUSG00000026748,67448
ACAT2,ENSG00000120437,39,Acat2,ENSMUSG00000023832,110460
MYCT1,ENSG00000120279,80177,Myct1,ENSMUSG00000046916,68632
GRIA2,ENSG00000120251,2891,Gria2,ENSMUSG00000033981,14800
IFIT3,ENSG00000119917,3437,Ifit3,ENSMUSG00000074896,15959
IDE,ENSG00000119912,3416,Ide,ENSMUSG00000056999,15925
CSF3R,ENSG00000119535,1441,Csf3r,ENSMUSG00000028859,12986
PHF19,ENSG00000119403,26147,Phf19,ENSMUSG00000026873,74016
RAD23B,ENSG00000119318,5887,Rad23b,ENSMUSG00000028426,19359
WDR35,ENSG00000118965,57539,Wdr35,ENSMUSG00000066643,74682
SPP1,ENSG00000118785,6696,Spp1,ENSMUSG00000029304,20750
ABCG2,ENSG00000118777,9429,Abcg2,ENSMUSG00000029802,26357
PKD2,ENSG00000118762,5311,Pkd2,ENSMUSG00000034462,18764
CNR1,ENSG00000118432,1268,Cnr1,ENSMUSG00000044288,12801
B4GALT6,ENSG00000118276,9331,B4galt6,ENSMUSG00000056124,56386
CREB1,ENSG00000118260,1385,Creb1,ENSMUSG00000025958,12912
ATF6,ENSG00000118217,22926,Atf6,ENSMUSG00000026663,226641
CTSD,ENSG00000117984,1509,Ctsd,ENSMUSG00000007891,13033
STMN1,ENSG00000117632,3925,Stmn1,ENSMUSG00000028832,16765
HSD11B1,ENSG00000117594,3290,Hsd11b1,ENSMUSG00000016194,15483
PRPF3,ENSG00000117360,9129,Prpf3,ENSMUSG00000015748,70767
KLHL12,ENSG00000117153,59349,Klhl12,ENSMUSG00000026455,240756
ACADM,ENSG00000117054,34,Acadm,ENSMUSG00000062908,11364
AKT3,ENSG00000117020,10000,Akt3,ENSMUSG00000019699,23797
OLFML3,ENSG00000116774,56944,Olfml3,ENSMUSG00000027848,99543
BCAS2,ENSG00000116752,10286,Bcas2,ENSMUSG00000005687,68183
PLA2G4A,ENSG00000116711,5321,Pla2g4a,ENSMUSG00000056220,18783
MFN2,ENSG00000116688,9927,Mfn2,ENSMUSG00000029020,170731
HDAC1,ENSG00000116478,3065,Hdac1,ENSMUSG00000028800,433759
ATP5PB,ENSG00000116459,515,Atp5pb,ENSMUSG00000000563,11950
SRSF4,ENSG00000116350,6429,Srsf4,ENSMUSG00000028911,57317
PARK7,ENSG00000116288,11315,Park7,ENSMUSG00000028964,57320
SCP2,ENSG00000116171,6342,Scp2,ENSMUSG00000028603,20280
TNR,ENSG00000116147,7143,Tnr,ENSMUSG00000015829,21960
GRIN3B,ENSG00000116032,116444,Grin3b,ENSMUSG00000035745,170483
SUMO1,ENSG00000116030,7341,Sumo1,ENSMUSG00000026021,22218
ATF2,ENSG00000115966,1386,Atf2,ENSMUSG00000027104,11909
ORC4,ENSG00000115947,5000,Orc4,ENSMUSG00000026761,26428
DLX2,ENSG00000115844,1746,Dlx2,ENSMUSG00000023391,13392
SLC25A12,ENSG00000115840,8604,Slc25a12,ENSMUSG00000027010,78830
IL1R1,ENSG00000115594,3554,Il1r1,ENSMUSG00000026072,16177
SMYD1,ENSG00000115593,150572,Smyd1,ENSMUSG00000055027,12180
GLS,ENSG00000115419,2744,Gls,ENSMUSG00000026103,14660
STAT1,ENSG00000115415,6772,Stat1,ENSMUSG00000026104,20846
HTRA2,ENSG00000115317,27429,Htra2,ENSMUSG00000068329,64704
RTN4,ENSG00000115310,57142,Rtn4,ENSMUSG00000020458,68585
PSMD14,ENSG00000115233,10213,Psmd14,ENSMUSG00000026914,59029
NCL,ENSG00000115053,4691,Ncl,ENSMUSG00000026234,17975
IL1A,ENSG00000115008,3552,Il1a,ENSMUSG00000027399,16175
DNAH1,ENSG00000114841,25981,Dnah1,ENSMUSG00000019027,110084
ATP6V1A,ENSG00000114573,523,Atp6v1a,ENSMUSG00000052459,11964
FGF12,ENSG00000114279,2257,Fgf12,ENSMUSG00000022523,14167
BCHE,ENSG00000114200,590,Bche,ENSMUSG00000027792,12038
UBE3A,ENSG00000114062,7337,Ube3a,ENSMUSG00000025326,22215
PCCB,ENSG00000114054,5096,Pccb,ENSMUSG00000032527,66904
KPNA1,ENSG00000114030,3836,Kpna1,ENSMUSG00000022905,16646
PDGFRB,ENSG00000113721,5159,Pdgfrb,ENSMUSG00000024620,18596
TCERG1,ENSG00000113649,10915,Tcerg1,ENSMUSG00000024498,56070
PPP2CA,ENSG00000113575,5515,Ppp2ca,ENSMUSG00000020349,19052
IL4,ENSG00000113520,3565,Il4,ENSMUSG00000000869,16189
PDE4D,ENSG00000113448,5144,Pde4d,ENSMUSG00000021699,238871
GABRG2,ENSG00000113327,2566,Gabrg2,ENSMUSG00000020436,14406
SPARC,ENSG00000113140,6678,Sparc,ENSMUSG00000018593,20692
LOX,ENSG00000113083,4015,Lox,ENSMUSG00000024529,16948
HSPA9,ENSG00000113013,3313,Hspa9,ENSMUSG00000024359,15526
NME5,ENSG00000112981,8382,Nme5,ENSMUSG00000035984,75533
VEGFA,ENSG00000112715,7422,Vegfa,ENSMUSG00000023951,22339
TBP,ENSG00000112592,6908,Tbp,ENSMUSG00000014767,21374
FIG4,ENSG00000112367,9896,Fig4,ENSMUSG00000038417,103199
ACOT13,ENSG00000112304,55856,Acot13,ENSMUSG00000006717,66834
WASF1,ENSG00000112290,8936,Wasf1,ENSMUSG00000019831,83767
E2F3,ENSG00000112242,1871,E2f3,ENSMUSG00000016477,13557
SOD2,ENSG00000112096,6648,Sod2,ENSMUSG00000006818,20656
MAPK14,ENSG00000112062,1432,Mapk14,ENSMUSG00000053436,26416
KLRB1,ENSG00000111796,3820,Klrb1,ENSMUSG00000079299,100043861
PRKAB1,ENSG00000111725,5564,Prkab1,ENSMUSG00000029513,19079
GNPTAB,ENSG00000111670,79158,Gnptab,ENSMUSG00000035311,432486
CHD4,ENSG00000111642,1108,Chd4,ENSMUSG00000063870,107932
STX2,ENSG00000111450,2054,Stx2,ENSMUSG00000029428,13852
SLC38A1,ENSG00000111371,81539,Slc38a1,ENSMUSG00000023169,105727
LTBR,ENSG00000111321,4055,Ltbr,ENSMUSG00000030339,17000
KCNA1,ENSG00000111262,3736,Kcna1,ENSMUSG00000047976,16485
CUX2,ENSG00000111249,23316,Cux2,ENSMUSG00000042589,13048
LTA4H,ENSG00000111144,4048,Lta4h,ENSMUSG00000015889,16993
GTF2H1,ENSG00000110768,2965,Gtf2h1,ENSMUSG00000006599,14884
SLC1A2,ENSG00000110436,6506,Slc1a2,ENSMUSG00000005089,20511
IL10RA,ENSG00000110324,3587,Il10ra,ENSMUSG00000032089,16154
PANX1,ENSG00000110218,24145,Panx1,ENSMUSG00000031934,55991
TRIM3,ENSG00000110171,10612,Trim3,ENSMUSG00000036989,55992
CCND1,ENSG00000110092,595,Ccnd1,ENSMUSG00000070348,12443
MS4A4A,ENSG00000110079,51338,Ms4a4a,ENSMUSG00000101389,666907
ZPR1,ENSG00000109917,8882,Zpr1,ENSMUSG00000032078,22687
PPARGC1A,ENSG00000109819,10891,Ppargc1a,ENSMUSG00000029167,19017
RAPGEF2,ENSG00000109756,9693,Rapgef2,ENSMUSG00000062232,76089
GLRB,ENSG00000109738,2743,Glrb,ENSMUSG00000028020,14658
TRIM2,ENSG00000109654,23321,Trim2,ENSMUSG00000027993,80890
WFS1,ENSG00000109501,7466,Wfs1,ENSMUSG00000039474,22393
MAPK10,ENSG00000109339,5602,Mapk10,ENSMUSG00000046709,26414
LAMTOR3,ENSG00000109270,8649,Lamtor3,ENSMUSG00000091512,56692
GABRA4,ENSG00000109158,2557,Gabra4,ENSMUSG00000029211,14397
PMP22,ENSG00000109099,5376,Pmp22,ENSMUSG00000018217,18858
YWHAE,ENSG00000108953,7531,Ywhae,ENSMUSG00000020849,22627
EFNB3,ENSG00000108947,1949,Efnb3,ENSMUSG00000003934,13643
PRKAR1A,ENSG00000108946,5573,Prkar1a,ENSMUSG00000020612,19084
DUSP3,ENSG00000108861,1845,Dusp3,ENSMUSG00000003518,72349
ABCC3,ENSG00000108846,8714,Abcc3,ENSMUSG00000020865,76408
NAGLU,ENSG00000108784,4669,Naglu,ENSMUSG00000001751,27419
CCL2,ENSG00000108691,6347,Ccl2,ENSMUSG00000035385,20296
ICAM2,ENSG00000108622,3384,Icam2,ENSMUSG00000001029,15896
SLC6A4,ENSG00000108576,6532,Slc6a4,ENSMUSG00000020838,15567
PFN1,ENSG00000108518,5216,Pfn1,ENSMUSG00000018293,18643
CDK5RAP3,ENSG00000108465,80279,Cdk5rap3,ENSMUSG00000018669,80280
TRIM37,ENSG00000108395,4591,Trim37,ENSMUSG00000018548,68729
MTMR4,ENSG00000108389,9110,Mtmr4,ENSMUSG00000018401,170749
CUL2,ENSG00000108094,8453,Cul2,ENSMUSG00000024231,71745
TFAM,ENSG00000108064,7019,Tfam,ENSMUSG00000003923,21780
MAPK8,ENSG00000107643,5599,Mapk8,ENSMUSG00000021936,26419
CXCL12,ENSG00000107562,6387,Cxcl12,ENSMUSG00000061353,20315
PHYH,ENSG00000107537,5264,Phyh,ENSMUSG00000026664,16922
ENG,ENSG00000106991,2022,Eng,ENSMUSG00000026814,13805
C5,ENSG00000106804,727,Hc,ENSMUSG00000026874,15139
SLC1A1,ENSG00000106688,6505,Slc1a1,ENSMUSG00000024935,20510
CHCHD3,ENSG00000106554,54927,Chchd3,ENSMUSG00000053768,66075
CLDN15,ENSG00000106404,24146,Cldn15,ENSMUSG00000001739,60363
AP1S1,ENSG00000106367,1174,Ap1s1,ENSMUSG00000004849,11769
PTPRZ1,ENSG00000106278,5803,Ptprz1,ENSMUSG00000068748,19283
HSPB1,ENSG00000106211,3315,Hspb1,ENSMUSG00000004951,15507
TFEC,ENSG00000105967,22797,Tfec,ENSMUSG00000029553,21426
POLR1F,ENSG00000105849,221830,Twistnb,ENSMUSG00000020561,28071
LSR,ENSG00000105699,51599,Lsr,ENSMUSG00000001247,54135
PRPF31,ENSG00000105618,26121,Prpf31,ENSMUSG00000008373,68988
PLA2G4C,ENSG00000105499,8605,Pla2g4c,ENSMUSG00000033847,232889
GRIN2D,ENSG00000105464,2906,Grin2d,ENSMUSG00000002771,14814
CD33,ENSG00000105383,945,Cd33,ENSMUSG00000004609,12489
NKG7,ENSG00000105374,4818,Nkg7,ENSMUSG00000004612,72310
TGFB1,ENSG00000105329,7040,Tgfb1,ENSMUSG00000002603,21803
AKT2,ENSG00000105221,208,Akt2,ENSMUSG00000004056,11652
SF3A2,ENSG00000104897,8175,Sf3a2,ENSMUSG00000020211,20222
SLC17A7,ENSG00000104888,57030,Slc17a7,ENSMUSG00000070570,72961
DOT1L,ENSG00000104885,84444,Dot1l,ENSMUSG00000061589,208266
FCGRT,ENSG00000104870,2217,Fcgrt,ENSMUSG00000003420,14132
NFKBIB,ENSG00000104825,4793,Nfkbib,ENSMUSG00000030595,18036
MAN2B1,ENSG00000104774,4125,Man2b1,ENSMUSG00000005142,17159
ARHGEF10,ENSG00000104728,9639,Arhgef10,ENSMUSG00000071176,234094
TUSC3,ENSG00000104723,7991,Tusc3,ENSMUSG00000118664,80286
GSR,ENSG00000104687,2936,Gsr,ENSMUSG00000031584,14782
RAB2A,ENSG00000104388,5862,Rab2a,ENSMUSG00000047187,59021
IKBKB,ENSG00000104365,3551,Ikbkb,ENSMUSG00000031537,16150
CALB1,ENSG00000104327,793,Calb1,ENSMUSG00000028222,12307
TRIM35,ENSG00000104228,23087,Trim35,ENSMUSG00000022043,66854
TJP1,ENSG00000104067,7082,Tjp1,ENSMUSG00000030516,21872
IL21R,ENSG00000103522,50615,Il21r,ENSMUSG00000030745,60504
SALL1,ENSG00000103449,6299,Sall1,ENSMUSG00000031665,58198
MAPK3,ENSG00000102882,5595,Mapk3,ENSMUSG00000063065,26417
TRADD,ENSG00000102871,8717,Tradd,ENSMUSG00000031887,71609
FGF14,ENSG00000102466,2259,Fgf14,ENSMUSG00000025551,14169
GLA,ENSG00000102393,2717,Gla,ENSMUSG00000031266,11605
PGK1,ENSG00000102144,5230,Pgk1,ENSMUSG00000062070,18655
TAZ,ENSG00000102125,6901,Taz,ENSMUSG00000009995,66826
PQBP1,ENSG00000102103,10084,Pqbp1,ENSMUSG00000031157,54633
FMR1,ENSG00000102081,2332,Fmr1,ENSMUSG00000000838,14265
KCND1,ENSG00000102057,3750,Kcnd1,ENSMUSG00000009731,16506
CACNA1F,ENSG00000102001,778,Cacna1f,ENSMUSG00000031142,54652
XIAP,ENSG00000101966,331,Xiap,ENSMUSG00000025860,11798
PSMD10,ENSG00000101843,5716,Psmd10,ENSMUSG00000031429,53380
CST3,ENSG00000101439,1471,Cst3,ENSMUSG00000027447,13010
SLC32A1,ENSG00000101438,140679,Slc32a1,ENSMUSG00000037771,22348
PLCB4,ENSG00000101333,5332,Plcb4,ENSMUSG00000039943,18798
CSNK2A1,ENSG00000101266,1457,Csnk2a1,ENSMUSG00000074698,12995
AVP,ENSG00000101200,551,Avp,ENSMUSG00000037727,11998
DNAJC5,ENSG00000101152,80331,Dnajc5,ENSMUSG00000000826,13002
CD40,ENSG00000101017,958,Cd40,ENSMUSG00000017652,21939
MMP9,ENSG00000100985,4318,Mmp9,ENSMUSG00000017737,17395
GMPR2,ENSG00000100938,51292,Gmpr2,ENSMUSG00000002326,105446
SEC23A,ENSG00000100934,10484,Sec23a,ENSMUSG00000020986,20334
BRMS1L,ENSG00000100916,84312,Brms1l,ENSMUSG00000012076,52592
NFKBIA,ENSG00000100906,4792,Nfkbia,ENSMUSG00000021025,18035
ACIN1,ENSG00000100813,22985,Acin1,ENSMUSG00000022185,56215
TCL1A,ENSG00000100721,8115,Tcl1,ENSMUSG00000041359,21432
HIF1A,ENSG00000100644,3091,Hif1a,ENSMUSG00000021109,15251
PPM1A,ENSG00000100614,5494,Ppm1a,ENSMUSG00000021096,19042
LGMN,ENSG00000100600,5641,Lgmn,ENSMUSG00000021190,19141
ATP6V1D,ENSG00000100554,51382,Atp6v1d,ENSMUSG00000021114,73834
AP4S1,ENSG00000100478,11154,Ap4s1,ENSMUSG00000020955,11782
GZMB,ENSG00000100453,3002,Gzmb,ENSMUSG00000015437,14939
RBX1,ENSG00000100387,9978,Rbx1,ENSMUSG00000022400,56438
SLC25A17,ENSG00000100372,10478,Slc25a17,ENSMUSG00000022404,20524
CSF2RB,ENSG00000100368,1439,Csf2rb,ENSMUSG00000071713,12983
SAMM50,ENSG00000100347,25813,Samm50,ENSMUSG00000022437,68653
ARSA,ENSG00000100299,410,Arsa,ENSMUSG00000022620,11883
HMOX1,ENSG00000100292,3162,Hmox1,ENSMUSG00000005413,15368
NEFH,ENSG00000100285,4744,Nefh,ENSMUSG00000020396,380684
XBP1,ENSG00000100219,7494,Xbp1,ENSMUSG00000020484,22433
SOX10,ENSG00000100146,6663,Sox10,ENSMUSG00000033006,20665
GGA1,ENSG00000100083,26088,Gga1,ENSMUSG00000033128,106039
GRK3,ENSG00000100077,157,Grk3,ENSMUSG00000042249,320129
GGT1,ENSG00000100031,2678,Ggt1,ENSMUSG00000006345,14598
MAPK1,ENSG00000100030,5594,Mapk1,ENSMUSG00000063358,26413
CRKL,ENSG00000099942,1399,Crkl,ENSMUSG00000006134,12929
PALM,ENSG00000099864,5064,Palm,ENSMUSG00000035863,18483
HNRNPM,ENSG00000099783,4670,Hnrnpm,ENSMUSG00000059208,76936
CDC7,ENSG00000097046,8317,Cdc7,ENSMUSG00000029283,12545
ABL1,ENSG00000097007,25,Abl1,ENSMUSG00000026842,11350
JAK2,ENSG00000096968,3717,Jak2,ENSMUSG00000024789,16452
SIRT1,ENSG00000096717,23411,Sirt1,ENSMUSG00000020063,93759
ITPR3,ENSG00000096433,3710,Itpr3,ENSMUSG00000042644,16440
HSP90AB1,ENSG00000096384,3326,Hsp90ab1,ENSMUSG00000023944,15516
CDC23,ENSG00000094880,8697,Cdc23,ENSMUSG00000024370,52563
GABRP,ENSG00000094755,2568,Gabrp,ENSMUSG00000020159,216643
HDAC6,ENSG00000094631,10013,Hdac6,ENSMUSG00000031161,15185
COMT,ENSG00000093010,1312,Comt,ENSMUSG00000000326,12846
TGM1,ENSG00000092295,7051,Tgm1,ENSMUSG00000022218,21816
HECTD1,ENSG00000092148,25831,Hectd1,ENSMUSG00000035247,207304
SLC7A8,ENSG00000092068,23428,Slc7a8,ENSMUSG00000022180,50934
CD200,ENSG00000091972,4345,Cd200,ENSMUSG00000022661,17470
ANGPT2,ENSG00000091879,285,Angpt2,ENSMUSG00000031465,11601
SLC17A6,ENSG00000091664,57084,Slc17a6,ENSMUSG00000030500,140919
NLRP1,ENSG00000091592,22861,Nlrp1b,ENSMUSG00000070390,637515
TF,ENSG00000091513,7018,Trf,ENSMUSG00000032554,22041
TXNL1,ENSG00000091164,9352,Txnl1,ENSMUSG00000024583,53382
DLD,ENSG00000091140,1738,Dld,ENSMUSG00000020664,13382
NRCAM,ENSG00000091129,4897,Nrcam,ENSMUSG00000020598,319504
CERS4,ENSG00000090661,79603,Cers4,ENSMUSG00000008206,67260
GNPTG,ENSG00000090581,84572,Gnptg,ENSMUSG00000035521,214505
LYZ,ENSG00000090382,4069,Lyz2,ENSMUSG00000069516,17105
ICAM1,ENSG00000090339,3383,Icam1,ENSMUSG00000037405,15894
LAG3,ENSG00000089692,3902,Lag3,ENSMUSG00000030124,16768
FUS,ENSG00000089280,2521,Fus,ENSMUSG00000030795,233908
NOS1,ENSG00000089250,4842,Nos1,ENSMUSG00000029361,18125
P2RX7,ENSG00000089041,5027,P2rx7,ENSMUSG00000029468,18439
ATRN,ENSG00000088812,8455,Atrn,ENSMUSG00000027312,11990
KHSRP,ENSG00000088247,8570,Khsrp,ENSMUSG00000007670,16549
DNM1L,ENSG00000087470,10059,Dnm1l,ENSMUSG00000022789,74006
GNAS,ENSG00000087460,2778,Gnas,ENSMUSG00000027523,14683
SF3B2,ENSG00000087365,10992,Sf3b2,ENSMUSG00000024853,319322
GNAO1,ENSG00000087258,2775,Gnao1,ENSMUSG00000031748,14681
MMP2,ENSG00000087245,4313,Mmp2,ENSMUSG00000031740,17390
NLK,ENSG00000087095,51701,Nlk,ENSMUSG00000017376,18099
BAX,ENSG00000087088,581,Bax,ENSMUSG00000003873,12028
ACHE,ENSG00000087085,43,Ache,ENSMUSG00000023328,11423
EIF2AK1,ENSG00000086232,27102,Eif2ak1,ENSMUSG00000029613,15467
MAP3K4,ENSG00000085511,4216,Map3k4,ENSMUSG00000014426,26407
APLP2,ENSG00000084234,334,Aplp2,ENSMUSG00000031996,11804
GSTP1,ENSG00000084207,2950,Gstp1,ENSMUSG00000060803,14870
CHMP2B,ENSG00000083937,25978,Chmp2b,ENSMUSG00000004843,68942
GSK3B,ENSG00000082701,2932,Gsk3b,ENSMUSG00000022812,56637
EPB41L3,ENSG00000082397,23136,Epb41l3,ENSMUSG00000024044,13823
CACNA1S,ENSG00000081248,779,Cacna1s,ENSMUSG00000026407,12292
PTPRC,ENSG00000081237,5788,Ptprc,ENSMUSG00000026395,19264
ARG2,ENSG00000081181,384,Arg2,ENSMUSG00000021125,11847
EPHA6,ENSG00000080224,285220,Epha6,ENSMUSG00000055540,13840
KEAP1,ENSG00000079999,9817,Keap1,ENSMUSG00000003308,50868
RIMS1,ENSG00000079841,22999,Rims1,ENSMUSG00000041670,116837
EPB41L2,ENSG00000079819,2037,Epb41l2,ENSMUSG00000019978,13822
DNM2,ENSG00000079805,1785,Dnm2,ENSMUSG00000033335,13430
SLC1A3,ENSG00000079215,6507,Slc1a3,ENSMUSG00000005360,20512
VDAC3,ENSG00000078668,7419,Vdac3,ENSMUSG00000008892,22335
ITM2A,ENSG00000078596,9452,Itm2a,ENSMUSG00000031239,16431
ADCYAP1R1,ENSG00000078549,117,Adcyap1r1,ENSMUSG00000029778,11517
GNB1,ENSG00000078369,2782,Gnb1,ENSMUSG00000029064,14688
PPP2R5C,ENSG00000078304,5527,Ppp2r5c,ENSMUSG00000017843,26931
UBE2K,ENSG00000078140,3093,Ube2k,ENSMUSG00000029203,53323
MAP2,ENSG00000078018,4133,Map2,ENSMUSG00000015222,17756
CST7,ENSG00000077984,8530,Cst7,ENSMUSG00000068129,13011
SNRPA,ENSG00000077312,6626,Snrpa,ENSMUSG00000061479,53607
DCX,ENSG00000077279,1641,Dcx,ENSMUSG00000031285,13193
IL4R,ENSG00000077238,3566,Il4ra,ENSMUSG00000030748,16190
XAB2,ENSG00000076924,56949,Xab2,ENSMUSG00000019470,67439
SLC46A1,ENSG00000076351,113235,Slc46a1,ENSMUSG00000020829,52466
ACAT1,ENSG00000075239,38,Acat1,ENSMUSG00000032047,110446
IPCEF1,ENSG00000074706,26034,Ipcef1,ENSMUSG00000064065,320495
HACD3,ENSG00000074696,51495,Hacd3,ENSMUSG00000033629,57874
NUAK1,ENSG00000074590,9891,Nuak1,ENSMUSG00000020032,77976
SNCB,ENSG00000074317,6620,Sncb,ENSMUSG00000034891,104069
NOTCH3,ENSG00000074181,4854,Notch3,ENSMUSG00000038146,18131
TBX21,ENSG00000073861,30009,Tbx21,ENSMUSG00000001444,57765
PTGS2,ENSG00000073756,5743,Ptgs2,ENSMUSG00000032487,19225
FBXW11,ENSG00000072803,23291,Fbxw11,ENSMUSG00000020271,103583
ACTN1,ENSG00000072110,87,Actn1,ENSMUSG00000015143,109711
PRKACA,ENSG00000072062,5566,Prkaca,ENSMUSG00000005469,18747
CDC42,ENSG00000070831,998,Cdc42,ENSMUSG00000006699,12540
CAMK2A,ENSG00000070808,815,Camk2a,ENSMUSG00000024617,12322
CHAT,ENSG00000070748,1103,Chat,ENSMUSG00000021919,12647
AP3M2,ENSG00000070718,10947,Ap3m2,ENSMUSG00000031539,64933
ASNS,ENSG00000070669,440,Asns,ENSMUSG00000029752,27053
DRD4,ENSG00000069696,1815,Drd4,ENSMUSG00000025496,13491
ERLEC1,ENSG00000068912,27248,Erlec1,ENSMUSG00000020311,66753
IP6K2,ENSG00000068745,51447,Ip6k2,ENSMUSG00000032599,76500
ACSL4,ENSG00000068366,2182,Acsl4,ENSMUSG00000031278,50790
MEF2A,ENSG00000068305,4205,Mef2a,ENSMUSG00000030557,17258
ATP2B3,ENSG00000067842,492,Atp2b3,ENSMUSG00000031376,320707
PRKCZ,ENSG00000067606,5590,Prkcz,ENSMUSG00000029053,18762
RHOA,ENSG00000067560,387,Rhoa,ENSMUSG00000007815,11848
NEO1,ENSG00000067141,4756,Neo1,ENSMUSG00000032340,18007
SP100,ENSG00000067066,6672,Sp100,ENSMUSG00000026222,20684
ATG2B,ENSG00000066739,55102,Atg2b,ENSMUSG00000041341,76559
ATXN3,ENSG00000066427,4287,Atxn3,ENSMUSG00000021189,110616
SPI1,ENSG00000066336,6688,Spi1,ENSMUSG00000002111,20375
CD84,ENSG00000066294,8832,Cd84,ENSMUSG00000038147,12523
TIE1,ENSG00000066056,7075,Tie1,ENSMUSG00000033191,21846
SEC61A2,ENSG00000065665,55176,Sec61a2,ENSMUSG00000025816,57743
MAP2K4,ENSG00000065559,6416,Map2k4,ENSMUSG00000033352,26398
ERBB3,ENSG00000065361,2065,Erbb3,ENSMUSG00000018166,13867
GNAI3,ENSG00000065135,2773,Gnai3,ENSMUSG00000000001,14679
BCAS1,ENSG00000064787,8537,Bcas1,ENSMUSG00000013523,76960
SNCAIP,ENSG00000064692,9627,Sncaip,ENSMUSG00000024534,67847
SLC12A2,ENSG00000064651,6558,Slc12a2,ENSMUSG00000024597,20496
NGFR,ENSG00000064300,4804,Ngfr,ENSMUSG00000000120,18053
CASP8,ENSG00000064012,841,Casp8,ENSMUSG00000026029,12370
NCKAP1,ENSG00000061676,10787,Nckap1,ENSMUSG00000027002,50884
HDAC7,ENSG00000061273,51564,Hdac7,ENSMUSG00000022475,56233
ATP2B4,ENSG00000058668,493,Atp2b4,ENSMUSG00000026463,381290
CAMK2B,ENSG00000058404,816,Camk2b,ENSMUSG00000057897,12323
RASGRF1,ENSG00000058335,5923,Rasgrf1,ENSMUSG00000032356,19417
ATG5,ENSG00000057663,9474,Atg5,ENSMUSG00000038160,11793
CUL1,ENSG00000055130,8454,Cul1,ENSMUSG00000029686,26965
GALC,ENSG00000054983,2581,Galc,ENSMUSG00000021003,14420
ATP9A,ENSG00000054793,10079,Atp9a,ENSMUSG00000027546,11981
ENTPD2,ENSG00000054179,954,Entpd2,ENSMUSG00000015085,12496
PIK3CB,ENSG00000051382,5291,Pik3cb,ENSMUSG00000032462,74769
HEXB,ENSG00000049860,3074,Hexb,ENSMUSG00000021665,15212
