Geneid	dolloAge	wagnerAge
ENSG00000065413	1368	454.6
ENSG00000065427	4200	4200
ENSG00000065457	1628	454.6
ENSG00000065485	910	454.6
ENSG00000065491	1628	1628
ENSG00000065518	910	910
ENSG00000065526	910	454.6
ENSG00000065534	910	454.6
ENSG00000065548	1628	1628
ENSG00000065559	910	910
ENSG00000065600	454.6	454.6
ENSG00000065609	324.5	324.5
ENSG00000065613	910	910
ENSG00000065615	1628	1368
ENSG00000065618	454.6	454.6
ENSG00000065621	91	91
ENSG00000065665	1628	1628
ENSG00000065675	910	910
ENSG00000065717	910	910
ENSG00000065802	454.6	454.6
ENSG00000065809	910	454.6
ENSG00000065833	4200	4200
ENSG00000065882	910	454.6
ENSG00000065883	1628	1628
ENSG00000065911	4200	4200
ENSG00000065923	1368	910
ENSG00000065970	324.5	324.5
ENSG00000065978	454.6	454.6
ENSG00000065989	910	910
ENSG00000066027	910	910
ENSG00000066032	910	910
ENSG00000066044	454.6	454.6
ENSG00000066056	454.6	454.6
ENSG00000066084	1368	1368
ENSG00000066117	1628	1628
ENSG00000066135	1368	910
ENSG00000066136	1628	1368
ENSG00000066185	454.6	454.6
ENSG00000066230	4200	910
ENSG00000066248	910	454.6
ENSG00000066279	1628	454.6
ENSG00000066294	91	91
ENSG00000066322	454.6	454.6
ENSG00000066336	454.6	454.6
ENSG00000066379	1628	1628
ENSG00000066382	910	454.6
ENSG00000066405	324.5	324.5
ENSG00000066422	454.6	454.6
ENSG00000066427	1628	454.6
ENSG00000066455	910	910
ENSG00000066468	910	910
ENSG00000066557	1628	454.6
ENSG00000066583	910	910
ENSG00000066629	910	910
ENSG00000066651	1628	1368
ENSG00000066654	1628	1628
ENSG00000066697	454.6	454.6
ENSG00000066735	454.6	454.6
ENSG00000066739	1628	910
ENSG00000066777	1628	1628
ENSG00000066813	1628	454.6
ENSG00000066827	91	91
ENSG00000066855	454.6	454.6
ENSG00000066923	1628	910
ENSG00000066926	4200	4200
ENSG00000066933	910	324.5
ENSG00000067048	4200	4200
ENSG00000067057	4200	4200
ENSG00000067064	4200	4200
ENSG00000067066	0	0
ENSG00000067082	454.6	454.6
ENSG00000067113	1628	324.5
ENSG00000067141	910	910
ENSG00000067167	910	910
ENSG00000067177	910	910
ENSG00000067182	454.6	454.6
ENSG00000067191	910	910
ENSG00000067208	1628	1628
ENSG00000067221	910	91
ENSG00000067225	4200	4200
ENSG00000067248	1628	324.5
ENSG00000067334	1628	1628
ENSG00000067365	1628	324.5
ENSG00000067369	324.5	324.5
ENSG00000067445	91	91
ENSG00000067533	1368	1368
ENSG00000067560	1368	1368
ENSG00000067596	4200	4200
ENSG00000067606	910	910
ENSG00000067646	454.6	454.6
ENSG00000067704	4200	4200
ENSG00000067715	910	910
ENSG00000067798	454.6	454.6
ENSG00000067829	1628	1628
ENSG00000067836	910	910
ENSG00000067840	1628	454.6
ENSG00000067842	1628	1628
ENSG00000067900	910	910
ENSG00000067955	910	454.6
ENSG00000067992	1368	910
ENSG00000068001	454.6	454.6
ENSG00000068024	1628	910
ENSG00000068028	454.6	91
ENSG00000068078	910	910
ENSG00000068079	324.5	324.5
ENSG00000068097	1628	324.5
ENSG00000068120	1628	1628
ENSG00000068137	91	91
ENSG00000068305	910	454.6
ENSG00000068308	1628	1628
ENSG00000068323	454.6	91
ENSG00000068354	910	91
ENSG00000068366	1628	1368
ENSG00000068383	910	910
ENSG00000068394	1628	910
ENSG00000068400	454.6	91
ENSG00000068438	1628	1628
ENSG00000068489	324.5	324.5
ENSG00000068615	454.6	454.6
ENSG00000068650	1628	1628
ENSG00000068654	1628	1628
ENSG00000068697	910	454.6
ENSG00000068724	1628	1628
ENSG00000068745	454.6	454.6
ENSG00000068781	454.6	454.6
ENSG00000068784	4200	324.5
ENSG00000068796	910	910
ENSG00000068831	454.6	91
ENSG00000068878	1628	1628
ENSG00000068885	910	910
ENSG00000068903	1628	1368
ENSG00000068912	910	910
ENSG00000068971	910	910
ENSG00000068976	4200	4200
ENSG00000068985	0	0
ENSG00000069011	454.6	454.6
ENSG00000069018	454.6	454.6
ENSG00000069020	1628	910
ENSG00000069122	454.6	454.6
ENSG00000069188	910	910
ENSG00000069206	91	91
ENSG00000069248	910	454.6
ENSG00000069275	454.6	454.6
ENSG00000069329	1628	1628
ENSG00000069345	1628	1628
ENSG00000069399	91	91
ENSG00000069424	4200	4200
ENSG00000069431	4200	4200
ENSG00000069482	324.5	324.5
ENSG00000069493	324.5	324.5
ENSG00000069509	1628	454.6
ENSG00000069535	1628	454.6
ENSG00000069667	910	454.6
ENSG00000069696	454.6	454.6
ENSG00000069702	454.6	454.6
ENSG00000069764	910	324.5
ENSG00000069812	454.6	91
ENSG00000069849	454.6	454.6
ENSG00000069869	910	910
ENSG00000069943	1628	1628
ENSG00000069956	454.6	454.6
ENSG00000069966	1368	910
ENSG00000069974	910	910
ENSG00000069998	1628	1628
ENSG00000070010	1628	1628
ENSG00000070018	910	910
ENSG00000070019	454.6	454.6
ENSG00000070031	91	91
ENSG00000070047	324.5	324.5
ENSG00000070061	1628	1628
ENSG00000070081	910	910
ENSG00000070087	454.6	454.6
ENSG00000070159	910	910
ENSG00000070182	910	910
ENSG00000070190	454.6	454.6
ENSG00000070193	910	454.6
ENSG00000070214	910	454.6
ENSG00000070269	1628	324.5
ENSG00000070366	910	324.5
ENSG00000070367	1628	1628
ENSG00000070371	1628	1628
ENSG00000070388	91	91
ENSG00000070404	454.6	454.6
ENSG00000070413	454.6	454.6
ENSG00000070423	1628	454.6
ENSG00000070444	324.5	324.5
ENSG00000070476	454.6	91
ENSG00000070495	1628	1628
ENSG00000070501	1628	454.6
ENSG00000070526	454.6	454.6
ENSG00000070540	454.6	454.6
ENSG00000070601	91	91
ENSG00000070610	1628	1628
ENSG00000070614	910	910
ENSG00000070669	4200	4200
ENSG00000070718	1628	1628
ENSG00000070729	910	910
ENSG00000070731	454.6	454.6
ENSG00000070748	910	910
ENSG00000070756	1628	1628
ENSG00000070759	910	454.6
ENSG00000070761	1628	910
ENSG00000070770	454.6	454.6
ENSG00000070778	910	454.6
ENSG00000070785	1628	1628
ENSG00000070808	1628	1628
ENSG00000070814	91	91
ENSG00000070831	1628	1628
ENSG00000070882	1628	1368
ENSG00000070886	910	910
ENSG00000070915	910	910
ENSG00000070950	1368	454.6
ENSG00000070961	1628	1628
ENSG00000070985	454.6	454.6
ENSG00000071051	910	910
ENSG00000071054	910	910
ENSG00000071073	910	454.6
ENSG00000071082	1628	1628
ENSG00000071127	1628	1628
ENSG00000071189	910	454.6
ENSG00000071203	324.5	324.5
ENSG00000071205	910	910
ENSG00000071242	1628	910
ENSG00000071243	910	454.6
ENSG00000071246	454.6	91
ENSG00000071282	454.6	454.6
ENSG00000071462	1628	1628
ENSG00000071537	4200	4200
ENSG00000071539	1628	1628
ENSG00000071553	454.6	454.6
ENSG00000071564	454.6	454.6
ENSG00000071575	910	454.6
ENSG00000071626	1628	910
ENSG00000071655	454.6	454.6
ENSG00000071677	324.5	324.5
ENSG00000071794	1628	1628
ENSG00000071859	1628	1628
ENSG00000071889	454.6	91
ENSG00000071894	1628	1628
ENSG00000071909	910	454.6
ENSG00000071967	1628	910
ENSG00000071991	454.6	454.6
ENSG00000071994	1628	1628
ENSG00000072041	910	454.6
ENSG00000072042	1628	1628
ENSG00000072062	1368	1368
ENSG00000072071	910	910
ENSG00000072080	324.5	324.5
ENSG00000072110	1628	910
ENSG00000072121	1628	454.6
ENSG00000072133	1628	910
ENSG00000072134	910	910
ENSG00000072135	454.6	91
ENSG00000072163	1628	910
ENSG00000072182	910	454.6
ENSG00000072195	910	454.6
ENSG00000072201	454.6	454.6
ENSG00000072210	1628	1628
ENSG00000072274	454.6	454.6
ENSG00000072310	910	910
ENSG00000072315	910	910
ENSG00000072364	454.6	454.6
ENSG00000072401	324.5	324.5
ENSG00000072415	910	910
ENSG00000072422	910	454.6
ENSG00000072501	1628	1628
ENSG00000072506	1628	910
ENSG00000072518	910	910
ENSG00000072571	454.6	454.6
ENSG00000072609	1628	324.5
ENSG00000072657	454.6	454.6
ENSG00000072682	1628	1628
ENSG00000072694	91	91
ENSG00000072736	454.6	454.6
ENSG00000072756	910	910
ENSG00000072778	910	910
ENSG00000072786	910	910
ENSG00000072803	1368	910
ENSG00000072818	1628	1628
ENSG00000072832	4200	4200
ENSG00000072840	324.5	324.5
ENSG00000072849	1628	1368
ENSG00000072858	1628	454.6
ENSG00000072864	324.5	324.5
ENSG00000072952	324.5	324.5
ENSG00000072954	910	910
ENSG00000072958	1628	1628
ENSG00000073008	0	0
ENSG00000073050	1628	91
ENSG00000073060	454.6	454.6
ENSG00000073067	454.6	454.6
ENSG00000073111	1628	1628
ENSG00000073146	91	91
ENSG00000073150	0	0
ENSG00000073169	4200	4200
ENSG00000073282	454.6	454.6
ENSG00000073331	454.6	91
ENSG00000073350	910	454.6
ENSG00000073417	910	910
ENSG00000073464	1368	1368
ENSG00000073536	1628	1368
ENSG00000073578	4200	4200
ENSG00000073584	910	910
ENSG00000073598	91	91
ENSG00000073605	0	0
ENSG00000073614	1628	1628
ENSG00000073670	910	454.6
ENSG00000073711	1628	1628
ENSG00000073712	910	910
ENSG00000073734	4200	4200
ENSG00000073737	4200	4200
ENSG00000073754	91	91
ENSG00000073756	454.6	454.6
ENSG00000073792	910	910
ENSG00000073803	910	454.6
ENSG00000073849	454.6	454.6
ENSG00000073861	91	91
ENSG00000073910	1628	1628
ENSG00000073921	1628	1368
ENSG00000073969	1628	1628
ENSG00000074047	454.6	454.6
ENSG00000074054	1628	910
ENSG00000074071	910	910
ENSG00000074181	910	910
ENSG00000074201	1628	1628
ENSG00000074211	1628	1628
ENSG00000074219	91	91
ENSG00000074266	1628	910
ENSG00000074276	454.6	454.6
ENSG00000074317	454.6	454.6
ENSG00000074319	1628	1628
ENSG00000074356	454.6	454.6
ENSG00000074370	1628	910
ENSG00000074410	454.6	454.6
ENSG00000074416	4200	324.5
ENSG00000074527	454.6	454.6
ENSG00000074582	1628	1368
ENSG00000074590	454.6	454.6
ENSG00000074603	1628	1628
ENSG00000074621	4200	91
ENSG00000074657	454.6	454.6
ENSG00000074660	324.5	324.5
ENSG00000074695	1628	910
ENSG00000074696	1628	454.6
ENSG00000074706	454.6	454.6
ENSG00000074755	454.6	454.6
ENSG00000074771	1628	1628
ENSG00000074800	4200	4200
ENSG00000074803	910	910
ENSG00000074842	454.6	454.6
ENSG00000074855	1628	1368
ENSG00000074935	454.6	454.6
ENSG00000074964	910	324.5
ENSG00000074966	910	454.6
ENSG00000075035	910	454.6
ENSG00000075043	910	910
ENSG00000075073	324.5	324.5
ENSG00000075089	1628	1628
ENSG00000075131	1628	454.6
ENSG00000075142	454.6	454.6
ENSG00000075151	910	91
ENSG00000075188	1368	454.6
ENSG00000075213	454.6	454.6
ENSG00000075218	324.5	324.5
ENSG00000075223	454.6	454.6
ENSG00000075234	1628	454.6
ENSG00000075239	4200	4200
ENSG00000075240	910	454.6
ENSG00000075275	910	910
ENSG00000075290	454.6	454.6
ENSG00000075292	324.5	324.5
ENSG00000075303	1628	1628
ENSG00000075336	1628	1368
ENSG00000075340	1628	910
ENSG00000075388	454.6	454.6
ENSG00000075391	910	910
ENSG00000075399	454.6	454.6
ENSG00000075407	0	0
ENSG00000075413	910	910
ENSG00000075415	1628	1628
ENSG00000075420	910	454.6
ENSG00000075426	454.6	454.6
ENSG00000075429	910	454.6
ENSG00000075461	324.5	324.5
ENSG00000075539	1628	1628
ENSG00000075568	910	910
ENSG00000075618	910	454.6
ENSG00000075624	1628	1628
ENSG00000075643	1628	910
ENSG00000075651	1628	1628
ENSG00000075673	4200	4200
ENSG00000075702	1628	910
ENSG00000075711	910	910
ENSG00000075785	1628	1628
ENSG00000075790	1368	454.6
ENSG00000075826	1628	1628
ENSG00000075856	1628	1628
ENSG00000075884	454.6	454.6
ENSG00000075886	1628	1628
ENSG00000075891	454.6	454.6
ENSG00000075914	1628	1628
ENSG00000075945	910	910
ENSG00000075975	1628	1628
ENSG00000076003	4200	4200
ENSG00000076043	4200	4200
ENSG00000076053	454.6	454.6
ENSG00000076067	910	910
ENSG00000076108	91	0
ENSG00000076201	1368	1368
ENSG00000076242	4200	4200
ENSG00000076248	4200	4200
ENSG00000076258	1628	1628
ENSG00000076321	1628	910
ENSG00000076344	454.6	0
ENSG00000076351	454.6	454.6
ENSG00000076356	910	910
ENSG00000076382	91	91
ENSG00000076513	454.6	454.6
ENSG00000076554	910	454.6
ENSG00000076555	1628	1628
ENSG00000076604	910	910
ENSG00000076641	454.6	454.6
ENSG00000076650	1628	910
ENSG00000076662	0	0
ENSG00000076685	1628	1628
ENSG00000076706	454.6	454.6
ENSG00000076716	910	910
ENSG00000076770	454.6	91
ENSG00000076826	910	454.6
ENSG00000076864	1628	910
ENSG00000076924	1628	1628
ENSG00000076928	91	91
ENSG00000076944	1628	1628
ENSG00000076984	910	910
ENSG00000077009	1368	454.6
ENSG00000077044	910	454.6
ENSG00000077063	454.6	454.6
ENSG00000077080	1628	1628
ENSG00000077092	910	454.6
ENSG00000077097	4200	4200
ENSG00000077147	1628	910
ENSG00000077150	454.6	454.6
ENSG00000077152	1628	454.6
ENSG00000077157	454.6	454.6
ENSG00000077232	910	324.5
ENSG00000077235	910	454.6
ENSG00000077238	91	91
ENSG00000077254	910	910
ENSG00000077264	1628	1368
ENSG00000077274	910	454.6
ENSG00000077279	324.5	324.5
ENSG00000077312	1368	91
ENSG00000077327	454.6	454.6
ENSG00000077348	1628	1628
ENSG00000077380	1628	910
ENSG00000077420	454.6	454.6
ENSG00000077454	910	910
ENSG00000077458	0	0
ENSG00000077463	1628	910
ENSG00000077498	454.6	454.6
ENSG00000077514	454.6	454.6
ENSG00000077522	1628	910
ENSG00000077549	1628	1628
ENSG00000077585	1628	454.6
ENSG00000077616	1628	1368
ENSG00000077684	910	910
ENSG00000077713	454.6	454.6
ENSG00000077721	1628	1628
ENSG00000077782	910	910
ENSG00000077800	1628	454.6
ENSG00000077935	1628	1628
ENSG00000077942	910	454.6
ENSG00000077943	910	910
ENSG00000077984	454.6	454.6
ENSG00000078018	454.6	454.6
ENSG00000078043	454.6	454.6
ENSG00000078053	1628	1368
ENSG00000078061	910	910
ENSG00000078070	4200	4200
ENSG00000078081	0	0
ENSG00000078098	1368	1368
ENSG00000078114	454.6	454.6
ENSG00000078124	1628	324.5
ENSG00000078140	1628	1368
ENSG00000078142	1628	1628
ENSG00000078177	1628	1628
ENSG00000078237	4200	4200
ENSG00000078246	324.5	324.5
ENSG00000078269	1628	1368
ENSG00000078295	910	910
ENSG00000078304	1628	1368
ENSG00000078319	0	0
ENSG00000078328	454.6	454.6
ENSG00000078369	1628	910
ENSG00000078399	454.6	454.6
ENSG00000078401	454.6	454.6
ENSG00000078403	910	910
ENSG00000078487	91	91
ENSG00000078549	454.6	454.6
ENSG00000078579	454.6	454.6
ENSG00000078589	324.5	324.5
ENSG00000078596	910	454.6
ENSG00000078618	4200	4200
ENSG00000078668	1628	1628
ENSG00000078674	454.6	454.6
ENSG00000078687	324.5	324.5
ENSG00000078699	910	454.6
ENSG00000078725	454.6	454.6
ENSG00000078747	1368	910
ENSG00000078795	324.5	324.5
ENSG00000078804	0	0
ENSG00000078808	910	910
ENSG00000078814	1628	1368
ENSG00000078898	91	91
ENSG00000078900	454.6	454.6
ENSG00000078902	910	454.6
ENSG00000078967	1628	1628
ENSG00000079101	454.6	454.6
ENSG00000079102	910	454.6
ENSG00000079112	454.6	454.6
ENSG00000079134	1628	1628
ENSG00000079150	454.6	454.6
ENSG00000079156	1628	1368
ENSG00000079215	4200	910
ENSG00000079246	1628	1628
ENSG00000079257	454.6	454.6
ENSG00000079263	454.6	91
ENSG00000079277	910	910
ENSG00000079308	454.6	454.6
ENSG00000079313	1368	1368
ENSG00000079332	1628	1628
ENSG00000079335	1368	1368
ENSG00000079337	910	324.5
ENSG00000079385	91	91
ENSG00000079387	910	324.5
ENSG00000079393	454.6	454.6
ENSG00000079432	454.6	91
ENSG00000079435	910	910
ENSG00000079459	1628	1628
ENSG00000079462	0	0
ENSG00000079482	910	910
ENSG00000079557	91	91
ENSG00000079616	1628	91
ENSG00000079689	454.6	454.6
ENSG00000079691	1628	910
ENSG00000079739	4200	4200
ENSG00000079785	1628	910
ENSG00000079805	910	910
ENSG00000079819	454.6	454.6
ENSG00000079841	910	910
ENSG00000079931	910	454.6
ENSG00000079950	1628	1628
ENSG00000079974	454.6	454.6
ENSG00000079999	910	91
ENSG00000080007	910	910
ENSG00000080031	91	91
ENSG00000080166	454.6	454.6
ENSG00000080189	1628	1368
ENSG00000080200	91	91
ENSG00000080224	910	910
ENSG00000080293	324.5	324.5
ENSG00000080298	910	910
ENSG00000080345	454.6	454.6
ENSG00000080371	1628	910
ENSG00000080493	1628	1368
ENSG00000080503	1628	1628
ENSG00000080511	4200	4200
ENSG00000080546	1628	910
ENSG00000080561	454.6	454.6
ENSG00000080572	910	454.6
ENSG00000080573	454.6	454.6
ENSG00000080603	1628	1628
ENSG00000080608	1628	1628
ENSG00000080618	324.5	324.5
ENSG00000080644	910	910
ENSG00000080709	1628	910
ENSG00000080802	454.6	454.6
ENSG00000080815	1628	1628
ENSG00000080819	4200	4200
ENSG00000080822	454.6	454.6
ENSG00000080823	324.5	324.5
ENSG00000080824	4200	4200
ENSG00000080839	1628	910
ENSG00000080845	910	454.6
ENSG00000080854	910	910
ENSG00000080910	91	91
ENSG00000080947	0	0
ENSG00000080986	1628	1628
ENSG00000081014	1628	324.5
ENSG00000081019	324.5	324.5
ENSG00000081026	910	910
ENSG00000081041	454.6	454.6
ENSG00000081051	91	91
ENSG00000081052	91	0
ENSG00000081059	91	91
ENSG00000081087	910	910
ENSG00000081138	454.6	454.6
ENSG00000081148	454.6	454.6
ENSG00000081154	454.6	454.6
ENSG00000081177	1628	454.6
ENSG00000081181	1368	91
ENSG00000081189	454.6	454.6
ENSG00000081237	454.6	454.6
ENSG00000081248	910	910
ENSG00000081277	454.6	454.6
ENSG00000081307	1628	1628
ENSG00000081320	454.6	454.6
ENSG00000081377	91	91
ENSG00000081386	910	910
ENSG00000081479	910	910
ENSG00000081665	910	910
ENSG00000081692	1628	910
ENSG00000081721	1628	1628
ENSG00000081760	910	454.6
ENSG00000081791	1368	454.6
ENSG00000081800	454.6	454.6
ENSG00000081803	910	910
ENSG00000081818	454.6	454.6
ENSG00000081842	454.6	454.6
ENSG00000081853	454.6	454.6
ENSG00000081870	454.6	454.6
ENSG00000081913	1368	1368
ENSG00000081923	1628	1628
ENSG00000081985	454.6	454.6
ENSG00000082014	1628	1628
ENSG00000082068	1628	1628
ENSG00000082074	454.6	454.6
ENSG00000082126	454.6	454.6
ENSG00000082146	324.5	324.5
ENSG00000082153	1628	454.6
ENSG00000082175	454.6	454.6
ENSG00000082196	910	910
ENSG00000082212	4200	4200
ENSG00000082213	910	454.6
ENSG00000082258	910	454.6
ENSG00000082269	910	910
ENSG00000082293	454.6	454.6
ENSG00000082397	910	454.6
ENSG00000082438	324.5	324.5
ENSG00000082458	910	910
ENSG00000082482	454.6	454.6
ENSG00000082497	324.5	324.5
ENSG00000082512	324.5	324.5
ENSG00000082515	910	910
ENSG00000082516	324.5	324.5
ENSG00000082556	454.6	454.6
ENSG00000082641	454.6	454.6
ENSG00000082684	910	454.6
ENSG00000082701	1628	1628
ENSG00000082781	910	910
ENSG00000082805	910	910
ENSG00000082898	1628	1628
ENSG00000082929	0	0
ENSG00000082996	1628	910
ENSG00000083067	910	454.6
ENSG00000083093	324.5	324.5
ENSG00000083097	910	910
ENSG00000083099	454.6	454.6
ENSG00000083123	1628	1628
ENSG00000083168	454.6	454.6
ENSG00000083223	1368	454.6
ENSG00000083290	910	910
ENSG00000083307	910	910
ENSG00000083312	1628	1628
ENSG00000083444	910	910
ENSG00000083454	454.6	454.6
ENSG00000083457	454.6	91
ENSG00000083520	4200	4200
ENSG00000083535	454.6	454.6
ENSG00000083544	910	454.6
ENSG00000083622	91	91
ENSG00000083635	324.5	324.5
ENSG00000083642	1628	1628
ENSG00000083720	4200	4200
ENSG00000083750	91	91
ENSG00000083782	454.6	454.6
ENSG00000083799	910	910
ENSG00000083807	91	91
ENSG00000083812	91	91
ENSG00000083814	91	91
ENSG00000083817	91	91
ENSG00000083828	91	91
ENSG00000083838	91	0
ENSG00000083844	0	0
ENSG00000083845	1628	1628
ENSG00000083857	910	910
ENSG00000083896	454.6	454.6
ENSG00000083937	1628	910
ENSG00000084070	1368	1368
ENSG00000084072	910	910
ENSG00000084073	1628	1628
ENSG00000084090	910	91
ENSG00000084092	1628	1628
ENSG00000084093	454.6	454.6
ENSG00000084110	1628	1628
ENSG00000084112	454.6	454.6
ENSG00000084207	910	91
ENSG00000084234	910	910
ENSG00000084444	910	454.6
ENSG00000084453	324.5	324.5
ENSG00000084463	324.5	324.5
ENSG00000084623	1628	1628
ENSG00000084628	454.6	454.6
ENSG00000084636	324.5	324.5
ENSG00000084652	1628	910
ENSG00000084674	454.6	454.6
ENSG00000084676	454.6	454.6
ENSG00000084693	454.6	91
ENSG00000084710	1628	910
ENSG00000084731	1628	910
ENSG00000084733	910	910
ENSG00000084734	4200	91
ENSG00000084754	4200	4200
ENSG00000084764	1628	1628
ENSG00000084774	4200	4200
ENSG00000085063	454.6	454.6
ENSG00000085117	910	910
ENSG00000085185	324.5	324.5
ENSG00000085224	1628	910
ENSG00000085231	814	814
ENSG00000085265	324.5	324.5
ENSG00000085274	454.6	454.6
ENSG00000085276	454.6	454.6
ENSG00000085365	1628	910
ENSG00000085377	4200	4200
ENSG00000085382	1628	1368
ENSG00000085415	1628	1628
ENSG00000085433	910	910
ENSG00000085449	454.6	454.6
ENSG00000085465	91	0
ENSG00000085491	1628	1628
ENSG00000085511	910	910
ENSG00000085514	91	91
ENSG00000085552	910	910
ENSG00000085563	4200	4200
ENSG00000085644	91	91
ENSG00000085662	4200	4200
ENSG00000085719	1628	454.6
ENSG00000085721	1628	91
ENSG00000085733	910	454.6
ENSG00000085741	454.6	454.6
ENSG00000085760	4200	4200
ENSG00000085788	910	454.6
ENSG00000085831	1368	454.6
ENSG00000085832	1368	910
ENSG00000085840	1628	1628
ENSG00000085871	454.6	454.6
ENSG00000085872	454.6	454.6
ENSG00000085978	1628	1628
ENSG00000085982	454.6	454.6
ENSG00000085998	910	454.6
ENSG00000085999	1628	1628
ENSG00000086015	1628	910
ENSG00000086061	1628	1628
ENSG00000086062	910	454.6
ENSG00000086065	1628	1628
ENSG00000086102	1628	1628
ENSG00000086159	91	91
ENSG00000086189	1628	1368
ENSG00000086200	1628	1628
ENSG00000086205	1628	1368
ENSG00000086232	1368	454.6
ENSG00000086288	324.5	324.5
ENSG00000086289	454.6	454.6
ENSG00000086300	454.6	454.6
ENSG00000086475	4200	4200
ENSG00000086504	1628	1628
ENSG00000086506	91	0
ENSG00000086544	0	0
ENSG00000086548	91	91
ENSG00000086570	910	910
ENSG00000086589	1628	1628
ENSG00000086598	1628	1628
ENSG00000086619	1628	1628
ENSG00000086666	1628	1628
ENSG00000086696	454.6	454.6
ENSG00000086712	454.6	454.6
ENSG00000086717	910	910
ENSG00000086730	324.5	324.5
ENSG00000086758	1628	1368
ENSG00000086827	1628	1628
ENSG00000086848	1628	1628
ENSG00000086967	454.6	454.6
ENSG00000086991	324.5	324.5
ENSG00000087008	1628	1628
ENSG00000087053	1628	1628
ENSG00000087074	91	91
ENSG00000087076	4200	4200
ENSG00000087077	454.6	91
ENSG00000087085	910	910
ENSG00000087086	91	91
ENSG00000087087	910	910
ENSG00000087088	454.6	91
ENSG00000087095	910	910
ENSG00000087111	1628	1628
ENSG00000087116	454.6	454.6
ENSG00000087128	324.5	324.5
ENSG00000087152	1628	1628
ENSG00000087157	4200	4200
ENSG00000087191	1628	1628
ENSG00000087206	324.5	324.5
ENSG00000087237	454.6	454.6
ENSG00000087245	454.6	454.6
ENSG00000087250	91	91
ENSG00000087253	1628	454.6
ENSG00000087258	1368	910
ENSG00000087263	1368	1368
ENSG00000087266	454.6	454.6
ENSG00000087269	1628	1628
ENSG00000087274	1628	910
ENSG00000087299	4200	4200
ENSG00000087301	454.6	454.6
ENSG00000087302	1628	910
ENSG00000087303	910	910
ENSG00000087338	910	910
ENSG00000087365	1628	1628
ENSG00000087448	454.6	454.6
ENSG00000087460	455	455
ENSG00000087470	1628	1628
ENSG00000087494	454.6	454.6
ENSG00000087495	454.6	454.6
