Geneid	Unipro	Symbol	Age	Geneid_g36
ENSG00000021776	O60306	AQR	1628.0	ENSG00000021776
ENSG00000021826	P31327	CPS1	4200.0	ENSG00000021826
ENSG00000021852	P07358	C8B	324.5	ENSG00000021852
ENSG00000022267	Q13642	FHL1	91.0	ENSG00000022267
ENSG00000022277	Q9BY42	C20orf43	910.0	ENSG00000022277
ENSG00000022355	P14867	GABRA1	454.6	ENSG00000022355
ENSG00000022556	Q9NX02	NLRP2	91.0	ENSG00000022556
ENSG00000022567	Q5BKX6	SLC45A4	454.6	ENSG00000022567
ENSG00000022840	Q8N5U6	RNF10	324.5	ENSG00000022840
ENSG00000022976	A8K0R7	ZNF839	91.0	ENSG00000022976
ENSG00000023041	Q9H6R6	ZDHHC6	324.5	ENSG00000023041
ENSG00000023171	Q3KR37	GRAMD1B	91.0	ENSG00000023171
ENSG00000023191	P13489	RNH1	324.5	ENSG00000023191
ENSG00000023228	P28331	NDUFS1	4200.0	ENSG00000023228
ENSG00000023287	Q8TDY2	RB1CC1	324.5	ENSG00000023287
ENSG00000023318	Q9BS26	ERP44	910.0	ENSG00000023318
ENSG00000023330	P13196	ALAS1	1368.0	ENSG00000023330
ENSG00000023445	Q13489	BIRC3	454.6	ENSG00000023445
ENSG00000023516	Q9UKA4	AKAP11	324.5	ENSG00000023516
ENSG00000023572	Q9NS18	GLRX2	4200.0	ENSG00000023572
ENSG00000023608	Q16533	SNAPC1	454.6	ENSG00000023608
ENSG00000023697	Q9Y315	DERA	910.0	ENSG00000023697
ENSG00000023734	Q9Y3F4	STRAP	1628.0	ENSG00000023734
ENSG00000023839	Q92887	ABCC2	4200.0	ENSG00000023839
ENSG00000023892	Q9H4E7	DEF6	454.6	ENSG00000023892
ENSG00000023902	Q53GL0	PLEKHO1	454.6	ENSG00000023902
ENSG00000023909	P48507	GCLM	910.0	ENSG00000023909
ENSG00000024048	Q8IWV8	UBR2	1368.0	ENSG00000024048
ENSG00000024422	Q9NZN4	EHD2	1628.0	ENSG00000024422
ENSG00000024526	Q5TB30	DEPDC1	454.6	ENSG00000024526
ENSG00000024862	Q8IWP9	CCDC28A	454.6	ENSG00000024862
ENSG00000025039	Q9NQL2	RRAGD	1368.0	ENSG00000025039
ENSG00000025156	Q03933	HSF2	454.6	ENSG00000025156
ENSG00000025293	Q9BVI0	PHF20	91.0	ENSG00000025293
ENSG00000025423	O14756	HSD17B6	91.0	ENSG00000025423
ENSG00000025434	Q13133	NR1H3	454.6	ENSG00000025434
ENSG00000025708	P19971	TYMP	91.0	ENSG00000025708
ENSG00000025770	Q6IBW4	NCAPH2	454.6	ENSG00000025770
ENSG00000025772	Q15785	TOMM34	454.6	ENSG00000025772
ENSG00000025796	Q9UGP8	SEC63	1628.0	ENSG00000025796
ENSG00000025800	O60684	KPNA6	1368.0	ENSG00000025800
ENSG00000026025	P08670	VIM	454.6	ENSG00000026025
ENSG00000026036	Q9NZ71	RTEL1	910.0	ENSG00000026036
ENSG00000026103	P25445	FAS	454.6	ENSG00000026103
ENSG00000026297	O00584	RNASET2	1628.0	ENSG00000026297
ENSG00000026508	P16070	CD44	324.5	ENSG00000026508
ENSG00000026559	Q9UIX4	KCNG1	454.6	ENSG00000026559
ENSG00000026652	Q9NRZ5	AGPAT4	454.6	ENSG00000026652
ENSG00000026751	Q9NQ25	SLAMF7	91.0	ENSG00000026751
ENSG00000026950	O00481	BTN3A1	0.0	ENSG00000026950
ENSG00000027001	Q99797	MIPEP	1368.0	ENSG00000027001
ENSG00000027075	P24723	PRKCH	1368.0	ENSG00000027075
ENSG00000027644	P14616	INSRR	910.0	ENSG00000027644
ENSG00000027697	P15260	IFNGR1	324.5	ENSG00000027697
ENSG00000027847	Q9UBV7	B4GALT7	910.0	ENSG00000027847
ENSG00000027869	Q9NP31	SH2D2A	324.5	ENSG00000027869
ENSG00000028116	Q86Y07	VRK2	91.0	ENSG00000028116
ENSG00000028137	P20333	TNFRSF1B	324.5	ENSG00000028137
ENSG00000028203	Q9HBM0	VEZT	324.5	ENSG00000028203
ENSG00000028277	P09086	POU2F2	0.0	ENSG00000028277
ENSG00000028310	Q9H8M2	BRD9	454.6	ENSG00000028310
ENSG00000028528	Q13596	SNX1	454.6	ENSG00000028528
ENSG00000028839	P62380	TBPL1	454.6	ENSG00000028839
ENSG00000029153	Q8WYA1	ARNTL2	454.6	ENSG00000029153
ENSG00000029363	Q9NYF8	BCLAF1	324.5	ENSG00000029363
ENSG00000029364	Q9NUM3	SLC39A9	910.0	ENSG00000029364
ENSG00000029534	P16157	ANK1	1628.0	ENSG00000029534
ENSG00000029559	P21815	IBSP	91.0	ENSG00000029559
ENSG00000029639	Q8WVM0	TFB1M	4200.0	ENSG00000029639
ENSG00000029725	Q15276	RABEP1	910.0	ENSG00000029725
ENSG00000029993	O15347	HMGB3	454.6	ENSG00000029993
ENSG00000030066	Q12769	NUP160	454.6	ENSG00000030066
ENSG00000030110	Q16611	BAK1	454.6	ENSG00000030110
ENSG00000030304	O15146	MUSK	454.6	ENSG00000030304
ENSG00000030419	Q9UKS7	IKZF2	324.5	ENSG00000030419
ENSG00000030582	P28799	GRN	91.0	ENSG00000030582
ENSG00000031003	Q9NYF5	FAM13B	91.0	ENSG00000031003
ENSG00000031081	Q2M1Z3	ARHGAP31	454.6	ENSG00000031081
ENSG00000031691	Q7L2Z9	CENPQ	324.5	ENSG00000031691
ENSG00000031698	P49591	SARS	4200.0	ENSG00000031698
ENSG00000031823	Q9H6Z4	RANBP3	454.6	ENSG00000031823
ENSG00000032219	P29374	ARID4A	324.5	ENSG00000032219
ENSG00000032389	Q53HC9	TSSC1	1628.0	ENSG00000032389
ENSG00000032444	Q8IY17	PNPLA6	1368.0	ENSG00000032444
ENSG00000032742	Q13099	IFT88	910.0	ENSG00000032742
ENSG00000033011	Q9BT22	ALG1	0.0	ENSG00000033011
ENSG00000033030	Q6NZY4	ZCCHC8	454.6	ENSG00000033030
ENSG00000033050	Q9UG63	ABCF2	1628.0	ENSG00000033050
ENSG00000033100	Q9P2E5	CHPF2	910.0	ENSG00000033100
ENSG00000033122	Q96NW7	LRRC7	454.6	ENSG00000033122
ENSG00000033170	Q9BYC5	FUT8	910.0	ENSG00000033170
ENSG00000033178	A0AVT1	UBA6	1628.0	ENSG00000033178
ENSG00000033327	Q9UQC2	GAB2	324.5	ENSG00000033327
ENSG00000033627	Q93050	ATP6V0A1	1628.0	ENSG00000033627
ENSG00000033800	O75925	PIAS1	910.0	ENSG00000033800
ENSG00000033867	Q9Y6M7	SLC4A7	1368.0	ENSG00000033867
ENSG00000034053	Q99767	APBA2	454.6	ENSG00000034053
ENSG00000034152	P46734	MAP2K3	910.0	ENSG00000034152
ENSG00000034239	Q9HAE3	EFCAB1	454.6	ENSG00000034239
ENSG00000034510	P63313	TMSB10	91.0	ENSG00000034510
ENSG00000034533	Q2TB18	ASTE1	91.0	ENSG00000034533
ENSG00000034677	Q9NV58	RNF19A	454.6	ENSG00000034677
ENSG00000034693	P56589	PEX3	1628.0	ENSG00000034693
ENSG00000034713	P60520	GABARAPL2	1628.0	ENSG00000034713
ENSG00000034971	Q99972	MYOC	454.6	ENSG00000034971
ENSG00000035115	Q96HL8	SH3YL1	324.5	ENSG00000035115
ENSG00000035141	Q96C01	FAM136A	910.0	ENSG00000035141
ENSG00000035403	P18206	VCL	910.0	ENSG00000035403
ENSG00000035499	Q8WUY9	DEPDC1B	324.5	ENSG00000035499
ENSG00000035664	Q9UIK4	DAPK2	0.0	ENSG00000035664
ENSG00000035681	Q92636	NSMAF	91.0	ENSG00000035681
ENSG00000035687	P30520	ADSS	4200.0	ENSG00000035687
ENSG00000035720	Q9ULZ2	STAP1	324.5	ENSG00000035720
ENSG00000035862	P16035	TIMP2	454.6	ENSG00000035862
ENSG00000035928	P35251	RFC1	1628.0	ENSG00000035928
ENSG00000036054	Q9NUY8	TBC1D23	910.0	ENSG00000036054
ENSG00000036257	Q13618	CUL3	1368.0	ENSG00000036257
ENSG00000036448	P54296	MYOM2	454.6	ENSG00000036448
ENSG00000036473	P00480	OTC	4200.0	ENSG00000036473
ENSG00000036530	Q9Y6A2	CYP46A1	454.6	ENSG00000036530
ENSG00000036549	Q8IYH5	ZZZ3	324.5	ENSG00000036549
ENSG00000036565	P54219	SLC18A1	910.0	ENSG00000036565
ENSG00000036672	O75604	USP2	454.6	ENSG00000036672
ENSG00000036828	P41180	CASR	454.6	ENSG00000036828
ENSG00000037042	Q9NRH3	TUBG2	1628.0	ENSG00000037042
ENSG00000037241	Q9UNX3	RPL26L1	1628.0	ENSG00000037241
ENSG00000037280	P35916	FLT4	454.6	ENSG00000037280
ENSG00000037474	Q08J23	NSUN2	1368.0	ENSG00000037474
ENSG00000037637	Q6P3S6	FBXO42	324.5	ENSG00000037637
ENSG00000037749	P55082	MFAP3	324.5	ENSG00000037749
ENSG00000037757	Q9BV20	MRI1	91.0	ENSG00000037757
ENSG00000037897	Q9UBP6	METTL1	91.0	ENSG00000037897
ENSG00000037965	P31273	HOXC8	454.6	ENSG00000037965
ENSG00000038002	P20933	AGA	910.0	ENSG00000038002
ENSG00000038210	Q8TCG2	PI4K2B	1368.0	ENSG00000038210
ENSG00000038219	Q8NFC6	BOD1L	324.5	ENSG00000038219
ENSG00000038274	Q9NZL9	MAT2B	454.6	ENSG00000038274
ENSG00000038295	O43897	TLL1	910.0	ENSG00000038295
ENSG00000038358	Q6P2E9	EDC4	910.0	ENSG00000038358
ENSG00000038382	O75962	TRIO	910.0	ENSG00000038382
ENSG00000038427	P13611	VCAN	91.0	ENSG00000038427
ENSG00000038532	Q2KHT3	CLEC16A	1628.0	ENSG00000038532
ENSG00000038945	P21757	MSR1	91.0	ENSG00000038945
ENSG00000039068	P12830	CDH1	454.6	ENSG00000039068
ENSG00000039123	P42285	SKIV2L2	1628.0	ENSG00000039123
ENSG00000039139	Q8TE73	DNAH5	1368.0	ENSG00000039139
ENSG00000039319	Q7Z3T8	ZFYVE16	910.0	ENSG00000039319
ENSG00000039523	Q6ZS17	FAM65A	454.6	ENSG00000039523
ENSG00000039537	P13671	C6	454.6	ENSG00000039537
ENSG00000039560	Q9P0K7	RAI14	454.6	ENSG00000039560
ENSG00000039600	O94993	SOX30	324.5	ENSG00000039600
ENSG00000039650	Q96T60	PNKP	1368.0	ENSG00000039650
ENSG00000039987	Q8NFU1	BEST2	324.5	ENSG00000039987
ENSG00000040199	Q6ZVD8	PHLPP2	1368.0	ENSG00000040199
ENSG00000040275	Q96EA4	CCDC99	324.5	ENSG00000040275
ENSG00000040341	Q9NUL3	STAU2	454.6	ENSG00000040341
ENSG00000040487	Q6ZP29	PQLC2	1368.0	ENSG00000040487
ENSG00000040531	O60931	CTNS	1628.0	ENSG00000040531
ENSG00000040608	Q9BZR6	RTN4R	454.6	ENSG00000040608
ENSG00000040633	Q9BUL5	PHF23	91.0	ENSG00000040633
ENSG00000040731	Q9Y6N8	CDH10	454.6	ENSG00000040731
ENSG00000040933	Q96PE3	INPP4A	910.0	ENSG00000040933
ENSG00000041353	O00194	RAB27B	91.0	ENSG00000041353
ENSG00000041357	P25789	PSMA4	1628.0	ENSG00000041357
ENSG00000041515	Q9Y6X6	MYO16	324.5	ENSG00000041515
ENSG00000041802	Q9H089	LSG1	1368.0	ENSG00000041802
ENSG00000041880	Q9Y6F1	PARP3	91.0	ENSG00000041880
ENSG00000041982	P24821	TNC	454.6	ENSG00000041982
ENSG00000041988	Q8WTV1	THAP3	91.0	ENSG00000041988
ENSG00000042062	Q96MK2	FAM65C	454.6	ENSG00000042062
ENSG00000042088	Q9NUW8	TDP1	1368.0	ENSG00000042088
ENSG00000042286	Q9BRQ8	AIFM2	324.5	ENSG00000042286
ENSG00000042304	Q53S99	C2orf83	0.0	ENSG00000042304
ENSG00000042317	Q9P0W8	SPATA7	324.5	ENSG00000042317
ENSG00000042429	Q9NVC6	MED17	910.0	ENSG00000042429
ENSG00000042445	Q6NUM9	RETSAT	454.6	ENSG00000042445
ENSG00000042493	P40121	CAPG	91.0	ENSG00000042493
ENSG00000042753	P53680	AP2S1	1628.0	ENSG00000042753
ENSG00000042781	O75445	USH2A	454.6	ENSG00000042781
ENSG00000042813	Q9BS86	ZPBP	324.5	ENSG00000042813
ENSG00000042832	P01266	TG	91.0	ENSG00000042832
ENSG00000042980	Q9UKQ2	ADAM28	324.5	ENSG00000042980
ENSG00000043039	Q9UMQ3	BARX2	454.6	ENSG00000043039
ENSG00000043093	Q96GG9	DCUN1D1	454.6	ENSG00000043093
ENSG00000043143	Q9NQC1	PHF15	910.0	ENSG00000043143
ENSG00000043355	O95409	ZIC2	91.0	ENSG00000043355
ENSG00000043462	Q13094	LCP2	324.5	ENSG00000043462
ENSG00000043514	Q9H3H1	TRIT1	4200.0	ENSG00000043514
ENSG00000043591	P08588	ADRB1	454.6	ENSG00000043591
ENSG00000044012	Q16661	GUCA2B	0.0	ENSG00000044012
ENSG00000044090	Q14999	CUL7	324.5	ENSG00000044090
ENSG00000044115	P35221	CTNNA1	910.0	ENSG00000044115
ENSG00000044446	P46019	PHKA2	910.0	ENSG00000044446
ENSG00000044459	Q9NXG0	CNTLN	454.6	ENSG00000044459
ENSG00000044524	P29320	EPHA3	910.0	ENSG00000044524
ENSG00000044574	P11021	HSPA5	1628.0	ENSG00000044574
ENSG00000046604	Q14126	DSG2	454.6	ENSG00000046604
ENSG00000046647	Q9NWZ8	GEMIN8	454.6	ENSG00000046647
ENSG00000046651	O75665	OFD1	454.6	ENSG00000046651
ENSG00000046653	Q13491	GPM6B	454.6	ENSG00000046653
ENSG00000046774	Q9UBF1	MAGEC2	0.0	ENSG00000046774
ENSG00000046889	Q70Z35	PREX2	454.6	ENSG00000046889
ENSG00000047056	Q9Y2I8	WDR37	324.5	ENSG00000047056
ENSG00000047188	Q9H6S0	YTHDC2	324.5	ENSG00000047188
ENSG00000047230	Q9NRF8	CTPS2	4200.0	ENSG00000047230
ENSG00000047249	Q9UI12	ATP6V1H	1628.0	ENSG00000047249
ENSG00000047315	P30876	POLR2B	1628.0	ENSG00000047315
ENSG00000047346	Q32MH5	KIAA1370	454.6	ENSG00000047346
ENSG00000047365	Q8WZ64	ARAP2	454.6	ENSG00000047365
ENSG00000047410	P12270	TPR	1628.0	ENSG00000047410
ENSG00000047457	P00450	CP	454.6	ENSG00000047457
ENSG00000047578	O60303	KIAA0556	324.5	ENSG00000047578
ENSG00000047579	Q96EV8	DTNBP1	454.6	ENSG00000047579
ENSG00000047597	P51811	XK	454.6	ENSG00000047597
ENSG00000047617	Q9NQ90	ANO2	454.6	ENSG00000047617
ENSG00000047621	Q9NQ89	C12orf4	910.0	ENSG00000047621
ENSG00000047634	Q9UN30	SCML1	0.0	ENSG00000047634
ENSG00000047644	Q9ULE0	WWC3	454.6	ENSG00000047644
ENSG00000047648	O43182	ARHGAP6	910.0	ENSG00000047648
ENSG00000047662	Q9ULE4	FAM184B	0.0	ENSG00000047662
ENSG00000047849	P27816	MAP4	0.0	ENSG00000047849
ENSG00000047932	Q9HD26	GOPC	454.6	ENSG00000047932
ENSG00000047936	P08922	ROS1	324.5	ENSG00000047936
ENSG00000048028	Q96RU2	USP28	454.6	ENSG00000048028
ENSG00000048052	Q9UKV0	HDAC9	910.0	ENSG00000048052
ENSG00000048140	Q96FV3	TSPAN17	91.0	ENSG00000048140
ENSG00000048162	Q9Y3C1	NOP16	910.0	ENSG00000048162
ENSG00000048342	Q9P2K1	CC2D2A	910.0	ENSG00000048342
ENSG00000048392	Q7LG56	RRM2B	324.5	ENSG00000048392
ENSG00000048405	Q2TB10	ZNF800	454.6	ENSG00000048405
ENSG00000048462	Q02223	TNFRSF17	91.0	ENSG00000048462
ENSG00000048471	Q8TEQ0	SNX29	324.5	ENSG00000048471
ENSG00000048540	Q8TAP4	LMO3	454.6	ENSG00000048540
ENSG00000048544	P82664	MRPS10	910.0	ENSG00000048544
ENSG00000048545	P43080	GUCA1A	454.6	ENSG00000048545
ENSG00000048649	Q96T23	RSF1	454.6	ENSG00000048649
ENSG00000048707	Q5THJ4	VPS13D	910.0	ENSG00000048707
ENSG00000048740	O95319	CELF2	454.6	ENSG00000048740
ENSG00000048828	Q9NZB2	FAM120A	454.6	ENSG00000048828
ENSG00000048991	Q15032	R3HDM1	454.6	ENSG00000048991
ENSG00000049089	Q14055	COL9A2	91.0	ENSG00000049089
ENSG00000049130	P21583	KITLG	324.5	ENSG00000049130
ENSG00000049167	Q13216	ERCC8	1628.0	ENSG00000049167
ENSG00000049192	Q9UKP5	ADAMTS6	454.6	ENSG00000049192
ENSG00000049239	O95479	H6PD	0.0	ENSG00000049239
ENSG00000049245	Q15836	VAMP3	454.6	ENSG00000049245
ENSG00000049246	P56645	PER3	454.6	ENSG00000049246
ENSG00000049247	O95399	UTS2	324.5	ENSG00000049247
ENSG00000049249	Q07011	TNFRSF9	454.6	ENSG00000049249
ENSG00000049283	Q9H201	EPN3	91.0	ENSG00000049283
ENSG00000049323	Q14766	LTBP1	454.6	ENSG00000049323
ENSG00000049449	Q15293	RCN1	454.6	ENSG00000049449
ENSG00000049540	P15502	ELN	0.0	ENSG00000049540
ENSG00000049541	P35250	RFC2	1628.0	ENSG00000049541
ENSG00000049618	Q8NFD5	ARID1B	454.6	ENSG00000049618
ENSG00000049656	Q96KA5	CLPTM1L	910.0	ENSG00000049656
ENSG00000049759	Q96PU5	NEDD4L	910.0	ENSG00000049759
ENSG00000049768	Q9BZS1	FOXP3	91.0	ENSG00000049768
ENSG00000049769	Q6ZSY5	PPP1R3F	0.0	ENSG00000049769
ENSG00000049860	P07686	HEXB	1628.0	ENSG00000049860
ENSG00000049883	Q8WV60	PTCD2	454.6	ENSG00000049883
ENSG00000050030	Q5QGS0	KIAA2022	454.6	ENSG00000050030
ENSG00000050130	Q9P055	JKAMP	910.0	ENSG00000050130
ENSG00000050165	Q9UBP4	DKK3	454.6	ENSG00000050165
ENSG00000050327	Q12774	ARHGEF5	0.0	ENSG00000050327
ENSG00000050344	Q9Y4A8	NFE2L3	91.0	ENSG00000050344
ENSG00000050393	Q96AQ8	CCDC90A	454.6	ENSG00000050393
ENSG00000050405	Q9UHB6	LIMA1	454.6	ENSG00000050405
ENSG00000050426	Q6P1Q0	LETMD1	910.0	ENSG00000050426
ENSG00000050438	Q2Y0W8	SLC4A8	1368.0	ENSG00000050438
ENSG00000050555	Q9Y6N6	LAMC3	910.0	ENSG00000050555
ENSG00000050628	P43115	PTGER3	454.6	ENSG00000050628
ENSG00000050730	Q96KP6	TNIP3	454.6	ENSG00000050730
ENSG00000050748	P45984	MAPK9	910.0	ENSG00000050748
ENSG00000050767	Q86Y22	COL23A1	454.6	ENSG00000050767
ENSG00000050820	P56945	BCAR1	91.0	ENSG00000050820
ENSG00000051009	Q8N612	FAM160A2	910.0	ENSG00000051009
ENSG00000051108	Q15011	HERPUD1	454.6	ENSG00000051108
ENSG00000051128	Q9NSC5	HOMER3	454.6	ENSG00000051128
ENSG00000051180	Q06609	RAD51	1628.0	ENSG00000051180
ENSG00000051341	O75417	POLQ	0.0	ENSG00000051341
ENSG00000051382	P42338	PIK3CB	910.0	ENSG00000051382
ENSG00000051523	P13498	CYBA	91.0	ENSG00000051523
ENSG00000051596	Q96J01	THOC3	1628.0	ENSG00000051596
ENSG00000051620	Q9Y5Z4	HEBP2	454.6	ENSG00000051620
ENSG00000051825	Q99550	MPHOSPH9	324.5	ENSG00000051825
ENSG00000052126	Q9HAU0	PLEKHA5	454.6	ENSG00000052126
ENSG00000052344	Q16651	PRSS8	91.0	ENSG00000052344
ENSG00000052723	Q9BRV8	SIKE1	454.6	ENSG00000052723
ENSG00000052749	Q5JTH9	RRP12	1628.0	ENSG00000052749
ENSG00000052795	Q9P278	FNIP2	324.5	ENSG00000052795
ENSG00000052802	Q15800	MSMO1	1628.0	ENSG00000052802
ENSG00000052841	Q96AE7	TTC17	910.0	ENSG00000052841
ENSG00000052850	Q9H161	ALX4	324.5	ENSG00000052850
ENSG00000053108	Q6MZW2	FSTL4	454.6	ENSG00000053108
ENSG00000053254	O00409	FOXN3	454.6	ENSG00000053254
ENSG00000053328	Q5JXM2	C6orf186	324.5	ENSG00000053328
ENSG00000053371	O43488	AKR7A2	454.6	ENSG00000053371
ENSG00000053372	Q9UKD2	MRTO4	1368.0	ENSG00000053372
ENSG00000053438	Q16517	NNAT	91.0	ENSG00000053438
ENSG00000053501	Q9NZ43	USE1	910.0	ENSG00000053501
ENSG00000053524	Q86YR7	MCF2L2	454.6	ENSG00000053524
ENSG00000053702	Q9BQI9	NRIP2	91.0	ENSG00000053702
ENSG00000053747	Q16787	LAMA3	910.0	ENSG00000053747
ENSG00000053770	Q9H0R1	MUDENG	454.6	ENSG00000053770
ENSG00000053900	Q9UJX5	ANAPC4	454.6	ENSG00000053900
ENSG00000053918	P51787	KCNQ1	454.6	ENSG00000053918
ENSG00000054116	O43617	TRAPPC3	1368.0	ENSG00000054116
ENSG00000054118	Q9Y2W1	THRAP3	324.5	ENSG00000054118
ENSG00000054148	Q9NRX4	PHPT1	910.0	ENSG00000054148
ENSG00000054179	Q9Y5L3	ENTPD2	454.6	ENSG00000054179
ENSG00000054219	O60449	LY75	910.0	ENSG00000054219
ENSG00000054267	Q4LE39	ARID4B	91.0	ENSG00000054267
ENSG00000054277	Q9H1Y3	OPN3	454.6	ENSG00000054277
ENSG00000054282	Q86SQ7	SDCCAG8	324.5	ENSG00000054282
ENSG00000054356	Q16849	PTPRN	910.0	ENSG00000054356
ENSG00000054392	Q5VTY9	HHAT	910.0	ENSG00000054392
ENSG00000054523	O60333	KIF1B	910.0	ENSG00000054523
ENSG00000054598	Q12948	FOXC1	324.5	ENSG00000054598
ENSG00000054611	Q8WUA7	TBC1D22A	1628.0	ENSG00000054611
ENSG00000054654	Q8WXH0	SYNE2	454.6	ENSG00000054654
ENSG00000054690	Q9ULM0	PLEKHH1	910.0	ENSG00000054690
ENSG00000054793	O75110	ATP9A	1368.0	ENSG00000054793
ENSG00000054796	Q9Y5K1	SPO11	1368.0	ENSG00000054796
ENSG00000054803	Q9NTU7	CBLN4	454.6	ENSG00000054803
ENSG00000054938	Q6WN34	CHRDL2	324.5	ENSG00000054938
ENSG00000054965	Q92567	FAM168A	454.6	ENSG00000054965
ENSG00000054967	Q969Z4	RELT	91.0	ENSG00000054967
ENSG00000054983	P54803	GALC	454.6	ENSG00000054983
ENSG00000055044	Q9Y2X3	NOP58	1628.0	ENSG00000055044
ENSG00000055070	Q7Z422	C1orf144	454.6	ENSG00000055070
ENSG00000055118	Q12809	KCNH2	910.0	ENSG00000055118
ENSG00000055130	Q13616	CUL1	1628.0	ENSG00000055130
ENSG00000055147	Q9NRY5	FAM114A2	324.5	ENSG00000055147
ENSG00000055163	Q96F07	CYFIP2	1628.0	ENSG00000055163
ENSG00000055208	Q9NYJ8	TAB2	454.6	ENSG00000055208
ENSG00000055211	Q9NU53	C6orf72	454.6	ENSG00000055211
ENSG00000055332	P19525	EIF2AK2	454.6	ENSG00000055332
ENSG00000055483	Q9P275	USP36	1628.0	ENSG00000055483
ENSG00000055609	Q8NEZ4	MLL3	454.6	ENSG00000055609
ENSG00000055732	Q8TDD5	MCOLN3	910.0	ENSG00000055732
ENSG00000055813	Q96PX6	CCDC85A	91.0	ENSG00000055813
ENSG00000055917	Q8TB72	PUM2	454.6	ENSG00000055917
ENSG00000055950	Q8N983	MRPL43	1628.0	ENSG00000055950
ENSG00000055955	Q14624	ITIH4	454.6	ENSG00000055955
ENSG00000055957	P19827	ITIH1	454.6	ENSG00000055957
ENSG00000056050	Q9NWY4	C4orf27	910.0	ENSG00000056050
ENSG00000056097	Q96KR1	ZFR	910.0	ENSG00000056097
ENSG00000056277	Q8ND82	ZNF280C	324.5	ENSG00000056277
ENSG00000056291	Q9Y5X5	NPFFR2	910.0	ENSG00000056291
ENSG00000056487	Q96EK2	PHF21B	324.5	ENSG00000056487
ENSG00000056558	Q13077	TRAF1	454.6	ENSG00000056558
ENSG00000056586	Q9HBD1	RC3H2	454.6	ENSG00000056586
ENSG00000056736	Q9NRM6	IL17RB	91.0	ENSG00000056736
ENSG00000056972	O43734	TRAF3IP2	324.5	ENSG00000056972
ENSG00000056998	O15488	GYG2	454.6	ENSG00000056998
ENSG00000057019	Q96PD2	DCBLD2	454.6	ENSG00000057019
ENSG00000057149	P48594	SERPINB3	910.0	ENSG00000057149
ENSG00000057252	P35610	SOAT1	910.0	ENSG00000057252
ENSG00000057294	Q99959	PKP2	454.6	ENSG00000057294
ENSG00000057468	O15457	MSH4	1628.0	ENSG00000057468
ENSG00000057593	P08709	F7	454.6	ENSG00000057593
ENSG00000057608	P50395	GDI2	1628.0	ENSG00000057608
ENSG00000057657	O75626	PRDM1	91.0	ENSG00000057657
ENSG00000057663	Q9H1Y0	ATG5	1628.0	ENSG00000057663
ENSG00000057704	Q9ULS5	TMCC3	454.6	ENSG00000057704
ENSG00000057757	Q9GZP4	PITHD1	910.0	ENSG00000057757
ENSG00000057935	Q9BTC8	MTA3	910.0	ENSG00000057935
ENSG00000058056	Q92995	USP13	1628.0	ENSG00000058056
ENSG00000058063	Q9Y2G3	ATP11B	1628.0	ENSG00000058063
ENSG00000058085	Q13753	LAMC2	910.0	ENSG00000058085
ENSG00000058091	O94921	CDK14	324.5	ENSG00000058091
ENSG00000058262	P61619	SEC61A1	1628.0	ENSG00000058262
ENSG00000058272	O14974	PPP1R12A	454.6	ENSG00000058272
ENSG00000058335	Q13972	RASGRF1	91.0	ENSG00000058335
ENSG00000058404	Q13554	CAMK2B	1628.0	ENSG00000058404
ENSG00000058453	Q5TZA2	CROCC	910.0	ENSG00000058453
ENSG00000058600	Q9NVU0	POLR3E	1628.0	ENSG00000058600
ENSG00000058668	P23634	ATP2B4	1628.0	ENSG00000058668
ENSG00000058673	O75152	ZC3H11A	454.6	ENSG00000058673
ENSG00000058729	Q9BVS4	RIOK2	0.0	ENSG00000058729
ENSG00000058799	Q9Y548	YIPF1	1628.0	ENSG00000058799
ENSG00000058804	Q9BTX1	TMEM48	454.6	ENSG00000058804
ENSG00000058866	P49619	DGKG	1628.0	ENSG00000058866
ENSG00000059122	Q4VC44	FLYWCH1	91.0	ENSG00000059122
ENSG00000059145	Q9H9P5	UNKL	0.0	ENSG00000059145
ENSG00000059377	P24557	TBXAS1	454.6	ENSG00000059377
ENSG00000059378	Q9H0J9	PARP12	454.6	ENSG00000059378
ENSG00000059573	P54886	ALDH18A1	4200.0	ENSG00000059573
ENSG00000059588	Q13395	TARBP1	0.0	ENSG00000059588
ENSG00000059691	O75879	PET112	1368.0	ENSG00000059691
ENSG00000059728	Q05195	MXD1	91.0	ENSG00000059728
ENSG00000059758	Q00537	CDK17	454.6	ENSG00000059758
ENSG00000059769	Q9H1X3	DNAJC25	1628.0	ENSG00000059769
ENSG00000059804	P11169	SLC2A3	1628.0	ENSG00000059804
ENSG00000059915	A5PKW4	PSD	324.5	ENSG00000059915
ENSG00000060069	Q9Y5B0	CTDP1	1628.0	ENSG00000060069
ENSG00000060138	P16989	CSDA	324.5	ENSG00000060138
ENSG00000060140	Q6J9G0	STYK1	454.6	ENSG00000060140
ENSG00000060237	Q9H4A3	WNK1	454.6	ENSG00000060237
ENSG00000060339	Q8IX12	CCAR1	324.5	ENSG00000060339
ENSG00000060491	Q9NZT2	OGFR	454.6	ENSG00000060491
ENSG00000060558	P30679	GNA15	91.0	ENSG00000060558
ENSG00000060566	Q68CJ9	CREB3L3	454.6	ENSG00000060566
ENSG00000060642	Q9NUD9	PIGV	91.0	ENSG00000060642
ENSG00000060656	Q92729	PTPRU	454.6	ENSG00000060656
ENSG00000060688	Q96DI7	SNRNP40	1628.0	ENSG00000060688
