genesymbol,ensg_id,Length
CDK14,ENSG00000058091,6841
SEC61A1,ENSG00000058262,4697
PPP1R12A,ENSG00000058272,12490
RASGRF1,ENSG00000058335,9929
CAMK2B,ENSG00000058404,8159
CROCC,ENSG00000058453,8871
POLR3E,ENSG00000058600,9488
ATP2B4,ENSG00000058668,9721
ZC3H11A,ENSG00000058673,9700
RIOK2,ENSG00000058729,5502
YIPF1,ENSG00000058799,2075
NDC1,ENSG00000058804,5135
DGKG,ENSG00000058866,10978
FLYWCH1,ENSG00000059122,8419
UNKL,ENSG00000059145,7494
TBXAS1,ENSG00000059377,6271
PARP12,ENSG00000059378,6285
ALDH18A1,ENSG00000059573,3766
TARBP1,ENSG00000059588,7743
GATB,ENSG00000059691,11757
MXD1,ENSG00000059728,6351
CDK17,ENSG00000059758,6547
DNAJC25,ENSG00000059769,2586
SLC2A3,ENSG00000059804,6159
PSD,ENSG00000059915,6338
CTDP1,ENSG00000060069,7415
YBX3,ENSG00000060138,8610
STYK1,ENSG00000060140,3424
WNK1,ENSG00000060237,14370
RPS17P5,ENSG00000060303,408
CCAR1,ENSG00000060339,6059
OGFR,ENSG00000060491,4702
GNA15,ENSG00000060558,2613
CREB3L3,ENSG00000060566,2678
PIGV,ENSG00000060642,3382
PTPRU,ENSG00000060656,6682
SNRNP40,ENSG00000060688,3881
RIMBP2,ENSG00000060709,8731
COL11A1,ENSG00000060718,8265
QSER1,ENSG00000060749,10537
MPC1,ENSG00000060762,1546
ACAA1,ENSG00000060971,7106
BCAT1,ENSG00000060982,11775
HDAC7,ENSG00000061273,9928
LZTS1,ENSG00000061337,5706
PRDM6,ENSG00000061455,9350
WNT8A,ENSG00000061492,2089
SPAG4,ENSG00000061656,2240
NCKAP1,ENSG00000061676,22520
MRPS35,ENSG00000061794,1979
GUCY1B3,ENSG00000061918,3724
SFSWAP,ENSG00000061936,10157
TNK2,ENSG00000061938,11297
MON2,ENSG00000061987,16014
CDH3,ENSG00000062038,6236
ARSF,ENSG00000062096,2204
GPBP1,ENSG00000062194,6472
DGAT2,ENSG00000062282,7905
ZNF112,ENSG00000062370,3848
CS,ENSG00000062485,6402
LTK,ENSG00000062524,3490
MRPS24,ENSG00000062582,2613
ELMO2,ENSG00000062598,6598
WAPAL,ENSG00000062650,7280
VMP1,ENSG00000062716,6916
APPBP2,ENSG00000062725,9876
POLD1,ENSG00000062822,4858
SEZ6,ENSG00000063015,5115
EIF4B,ENSG00000063046,6146
SLC6A16,ENSG00000063127,3599
GLTSCR1,ENSG00000063169,7507
SPHK2,ENSG00000063176,6009
RPL18,ENSG00000063177,4209
CA11,ENSG00000063180,2075
ISOC2,ENSG00000063241,4408
U2AF2,ENSG00000063244,4115
EPN1,ENSG00000063245,17616
MED29,ENSG00000063322,3835
AHRR,ENSG00000063438,7678
GSC2,ENSG00000063515,1033
ZNF275,ENSG00000063587,8139
MTMR1,ENSG00000063601,6323
GPC1,ENSG00000063660,6516
ADCK1,ENSG00000063761,5317
HAGH,ENSG00000063854,5975
RNF4,ENSG00000063978,7270
CASP8,ENSG00000064012,7243
LIMCH1,ENSG00000064042,10862
ASUN,ENSG00000064102,3345
TM7SF3,ENSG00000064115,3888
DLX3,ENSG00000064195,2715
SPA17,ENSG00000064199,5205
TSPAN32,ENSG00000064201,3793
WISP2,ENSG00000064205,4981
DMRT3,ENSG00000064218,2387
ST3GAL6,ENSG00000064225,6288
ATP2C2,ENSG00000064270,7352
NGFR,ENSG00000064300,4150
CDON,ENSG00000064309,10600
TAF2,ENSG00000064313,6547
HIPK2,ENSG00000064393,15402
TNPO3,ENSG00000064419,4676
MEF2BNB-MEF2B,ENSG00000064489,1931
RFXANK,ENSG00000064490,2503
TMEM161A,ENSG00000064545,3281
LPAR2,ENSG00000064547,2980
CTSA,ENSG00000064601,5856
SUGP2,ENSG00000064607,7744
SLC12A2,ENSG00000064651,10664
SNX24,ENSG00000064652,3550
EYA2,ENSG00000064655,3618
CNN2,ENSG00000064666,3645
ABCA7,ENSG00000064687,8367
SNCAIP,ENSG00000064692,7325
DDX20,ENSG00000064703,6019
BTBD1,ENSG00000064726,4169
FAR2,ENSG00000064763,5411
BCAS1,ENSG00000064787,8186
POU1F1,ENSG00000064835,1569
CHI3L2,ENSG00000064886,3295
SBNO2,ENSG00000064932,6626
PMS1,ENSG00000064933,5448
HMG20B,ENSG00000064961,3857
CALCRL,ENSG00000064989,6144
TAF11,ENSG00000064995,1580
ANKS1A,ENSG00000064999,6777
AP3D1,ENSG00000065000,8601
ZNF76,ENSG00000065029,6789
SLC9A3R2,ENSG00000065054,3550
NTHL1,ENSG00000065057,2430
UHRF1BP1,ENSG00000065060,9908
GNAI3,ENSG00000065135,27174
IPO5,ENSG00000065150,9671
OAT,ENSG00000065154,3388
WDR3,ENSG00000065183,10275
PKN2,ENSG00000065243,6897
WDR18,ENSG00000065268,2357
TRAM2,ENSG00000065308,6908
NTN1,ENSG00000065320,6383
GLP2R,ENSG00000065325,6052
MCM10,ENSG00000065328,5454
DGKA,ENSG00000065357,10215
ERBB3,ENSG00000065361,8658
ROPN1,ENSG00000065371,4518
ANKRD44,ENSG00000065413,11665
KARS,ENSG00000065427,4065
ADAT1,ENSG00000065457,4486
PDIA5,ENSG00000065485,4030
TBC1D22B,ENSG00000065491,3462
NDUFB4,ENSG00000065518,1889
SPEN,ENSG00000065526,13294
MYLK,ENSG00000065534,22167
ZC3H15,ENSG00000065548,3125
MAP2K4,ENSG00000065559,5714
TMEM206,ENSG00000065600,2914
SNAP91,ENSG00000065609,6651
SLK,ENSG00000065613,7974
CYB5R4,ENSG00000065615,9635
COL17A1,ENSG00000065618,6426
GSTO2,ENSG00000065621,9921
SEC61A2,ENSG00000065665,3916
PRKCQ,ENSG00000065675,3295
TLE2,ENSG00000065717,4038
ASB1,ENSG00000065802,7410
FAM107B,ENSG00000065809,7019
ME1,ENSG00000065833,3371
TBC1D1,ENSG00000065882,9032
CDK13,ENSG00000065883,8921
MTHFD2,ENSG00000065911,4870
SLC9A7,ENSG00000065923,10033
FOXJ2,ENSG00000065970,6296
YBX1,ENSG00000065978,1930
PDE4A,ENSG00000065989,6646
PPP2R5A,ENSG00000066027,3825
CTNNA2,ENSG00000066032,7535
ELAVL1,ENSG00000066044,7063
TIE1,ENSG00000066056,6694
DIP2B,ENSG00000066084,10361
SMARCD1,ENSG00000066117,5136
KDM4A,ENSG00000066135,5172
NFYC,ENSG00000066136,6068
ZMYND12,ENSG00000066185,2195
SLC9A3,ENSG00000066230,2783
NGEF,ENSG00000066248,4678
ASPM,ENSG00000066279,10938
CD84,ENSG00000066294,9255
ELOVL1,ENSG00000066322,2507
SPI1,ENSG00000066336,2069
ZNRD1,ENSG00000066379,3672
MPPED2,ENSG00000066382,8197
CLDN18,ENSG00000066405,3880
ZBTB11,ENSG00000066422,7416
ATXN3,ENSG00000066427,28202
GOLGA5,ENSG00000066455,3295
FGFR2,ENSG00000066468,7486
LRRC40,ENSG00000066557,2884
ISOC1,ENSG00000066583,1940
EML1,ENSG00000066629,8899
TRMT11,ENSG00000066651,2690
THUMPD1,ENSG00000066654,5092
MSANTD3,ENSG00000066697,3253
KIF26A,ENSG00000066735,6756
ATG2B,ENSG00000066739,14778
ARFGEF1,ENSG00000066777,10970
ACSM2B,ENSG00000066813,8158
ZFAT,ENSG00000066827,8900
MTFR1,ENSG00000066855,4629
STAG3,ENSG00000066923,8583
FECH,ENSG00000066926,4473
MYO9A,ENSG00000066933,20253
DDX3Y,ENSG00000067048,5738
PFKP,ENSG00000067057,4836
IDI1,ENSG00000067064,3589
SP100,ENSG00000067066,12618
KLF6,ENSG00000067082,6139
PPAP2A,ENSG00000067113,2016
NEO1,ENSG00000067141,8117
TRAM1,ENSG00000067167,3878
PHKA1,ENSG00000067177,6350
TNFRSF1A,ENSG00000067182,4005
CACNB1,ENSG00000067191,7094
EVI5,ENSG00000067208,8276
STOML1,ENSG00000067221,10461
PKM,ENSG00000067225,8571
DHX29,ENSG00000067248,4734
DNTTIP2,ENSG00000067334,7519
METTL22,ENSG00000067365,8254
TP53BP1,ENSG00000067369,12991
TRO,ENSG00000067445,6716
RRP15,ENSG00000067533,7883
RHOA,ENSG00000067560,2582
DHX8,ENSG00000067596,9302
PMS2P4,ENSG00000067601,1060
PRKCZ,ENSG00000067606,7636
ZFY,ENSG00000067646,5527
IARS2,ENSG00000067704,4165
SYT1,ENSG00000067715,6494
NAV3,ENSG00000067798,11153
IDH3G,ENSG00000067829,2717
ROGDI,ENSG00000067836,3683
PDZD4,ENSG00000067840,4341
ATP2B3,ENSG00000067842,7534
ROCK1,ENSG00000067900,11064
CBFB,ENSG00000067955,4129
PDK3,ENSG00000067992,2695
HYAL2,ENSG00000068001,4545
HDAC4,ENSG00000068024,13368
RASSF1,ENSG00000068028,3683
FGFR3,ENSG00000068078,4834
IFI35,ENSG00000068079,1973
HEATR6,ENSG00000068097,4868
COASY,ENSG00000068120,4032
PLEKHH3,ENSG00000068137,4803
MEF2A,ENSG00000068305,6925
OTUD5,ENSG00000068308,3592
TFE3,ENSG00000068323,4283
TBC1D25,ENSG00000068354,4223
ACSL4,ENSG00000068366,6415
INPP5A,ENSG00000068383,3706
GPKOW,ENSG00000068394,1742
GRIPAP1,ENSG00000068400,6841
FTSJ1,ENSG00000068438,2872
PRR11,ENSG00000068489,4080
REEP1,ENSG00000068615,5193
ATP11A,ENSG00000068650,13733
POLR1A,ENSG00000068654,13519
LAPTM4A,ENSG00000068697,1946
TTC7A,ENSG00000068724,6949
IP6K2,ENSG00000068745,5624
STON1-GTF2A1L,ENSG00000068781,4302
SRBD1,ENSG00000068784,5045
KIF2A,ENSG00000068796,4774
RASGRP2,ENSG00000068831,6084
PSME4,ENSG00000068878,10241
IFT80,ENSG00000068885,7175
SIRT2,ENSG00000068903,6224
ERLEC1,ENSG00000068912,2592
PPP2R5B,ENSG00000068971,3376
PYGM,ENSG00000068976,4981
PAGE1,ENSG00000068985,665
PITX1,ENSG00000069011,3511
TRPC7,ENSG00000069018,3185
MAST4,ENSG00000069020,14675
GPR116,ENSG00000069122,6650
SDK2,ENSG00000069188,11607
ADAM7,ENSG00000069206,4483
NUP133,ENSG00000069248,6080
NUCKS1,ENSG00000069275,6546
VPS35,ENSG00000069329,9733
DNAJA2,ENSG00000069345,5065
BCL3,ENSG00000069399,3242
KCNAB2,ENSG00000069424,9534
ABCC9,ENSG00000069431,11421
GAL,ENSG00000069482,1300
CLEC2D,ENSG00000069493,6957
FUNDC1,ENSG00000069509,1399
MAOB,ENSG00000069535,2891
RORA,ENSG00000069667,17040
DRD4,ENSG00000069696,1477
TGFBR3,ENSG00000069702,8705
KIAA1107,ENSG00000069712,4556
PLA2G10,ENSG00000069764,1116
HES2,ENSG00000069812,5407
ATP1B3,ENSG00000069849,2584
NEDD4,ENSG00000069869,9097
PIGB,ENSG00000069943,4542
MAPK6,ENSG00000069956,6388
GNB5,ENSG00000069966,13302
RAB27A,ENSG00000069974,5605
CECR5,ENSG00000069998,4936
UFD1L,ENSG00000070010,8736
LRP6,ENSG00000070018,10337
GUCY2C,ENSG00000070019,4177
SCT,ENSG00000070031,366
PHRF1,ENSG00000070047,5769
IKBKAP,ENSG00000070061,6048
NUCB2,ENSG00000070081,8995
PFN2,ENSG00000070087,3440
PTPN3,ENSG00000070159,9995
SPTB,ENSG00000070182,14772
DAPP1,ENSG00000070190,4548
FGF10,ENSG00000070193,3011
SLC44A1,ENSG00000070214,12172
TMEM260,ENSG00000070269,8077
SMG6,ENSG00000070366,10554
EXOC5,ENSG00000070367,12575
CLTCL1,ENSG00000070371,10049
FGF22,ENSG00000070388,2110
FSTL3,ENSG00000070404,3050
DGCR2,ENSG00000070413,5636
RNF126,ENSG00000070423,3496
MNT,ENSG00000070444,8728
ZXDC,ENSG00000070476,7357
JMJD6,ENSG00000070495,5969
POLB,ENSG00000070501,4106
ST6GALNAC1,ENSG00000070526,3448
WIPI1,ENSG00000070540,3402
FRMPD1,ENSG00000070601,5867
GBA2,ENSG00000070610,4803
NDST1,ENSG00000070614,9529
ASNS,ENSG00000070669,4455
AP3M2,ENSG00000070718,6276
CNGB1,ENSG00000070729,7298
ST6GALNAC2,ENSG00000070731,7558
CHAT,ENSG00000070748,2994
PABPC1,ENSG00000070756,4752
TESK2,ENSG00000070759,3322
CFAP20,ENSG00000070761,2375
CSNK2A2,ENSG00000070770,6905
PTPN21,ENSG00000070778,7396
EIF2B3,ENSG00000070785,3411
CAMK2A,ENSG00000070808,6150
TCOF1,ENSG00000070814,11278
CDC42,ENSG00000070831,3598
OSBPL3,ENSG00000070882,8100
EPHA8,ENSG00000070886,5358
SLC12A3,ENSG00000070915,6180
RAD18,ENSG00000070950,6983
ATP2B1,ENSG00000070961,9493
TRPM5,ENSG00000070985,3962
NCK2,ENSG00000071051,2990
MAP4K4,ENSG00000071054,11961
MGAT4A,ENSG00000071073,9630
RPL31,ENSG00000071082,5791
WDR1,ENSG00000071127,7827
SNX13,ENSG00000071189,16418
MS4A12,ENSG00000071203,1839
ARHGAP10,ENSG00000071205,10759
RPS6KA2,ENSG00000071242,8243
ING3,ENSG00000071243,5214
VASH1,ENSG00000071246,6502
LMCD1,ENSG00000071282,9955
WBSCR22,ENSG00000071462,7944
SEL1L,ENSG00000071537,9559
TRIP13,ENSG00000071539,3560
ATP6AP1,ENSG00000071553,4884
TCF3,ENSG00000071564,6080
TRIB2,ENSG00000071575,4588
DAZAP1,ENSG00000071626,9201
MBD3,ENSG00000071655,7845
PRLH,ENSG00000071677,264
HLTF,ENSG00000071794,6024
FAM50A,ENSG00000071859,2567
FAM3A,ENSG00000071889,5098
CPSF1,ENSG00000071894,6072
MYO3B,ENSG00000071909,8236
CYBRD1,ENSG00000071967,5176
CDH19,ENSG00000071991,6864
PDCD2,ENSG00000071994,6476
SLC6A15,ENSG00000072041,8781
RDH11,ENSG00000072042,5518
PRKACA,ENSG00000072062,6144
LPHN1,ENSG00000072071,8487
SPP2,ENSG00000072080,1265
ACTN1,ENSG00000072110,10626
ZFYVE26,ENSG00000072121,15706
RPS6KA6,ENSG00000072133,8502
EPN2,ENSG00000072134,8517
PTPN18,ENSG00000072135,5774
LIMS2,ENSG00000072163,8489
ASIC4,ENSG00000072182,5250
SPEG,ENSG00000072195,17910
LNX1,ENSG00000072201,5725
ALDH3A2,ENSG00000072210,6457
TFRC,ENSG00000072274,7887
SREBF1,ENSG00000072310,8030
TRPC5,ENSG00000072315,5839
AFF4,ENSG00000072364,11297
UBE2D1,ENSG00000072401,3486
MPP5,ENSG00000072415,8743
RHOBTB1,ENSG00000072422,4841
SMC1A,ENSG00000072501,10484
HSD17B10,ENSG00000072506,1115
MARK2,ENSG00000072518,6154
HMMR,ENSG00000072571,3936
CHFR,ENSG00000072609,17127
TRHDE,ENSG00000072657,11950
P4HA2,ENSG00000072682,8502
FCGR2B,ENSG00000072694,6911
NFATC3,ENSG00000072736,8806
TRNT1,ENSG00000072756,5518
ACADVL,ENSG00000072778,4865
STK10,ENSG00000072786,9083
FBXW11,ENSG00000072803,5577
ACAP1,ENSG00000072818,7421
CRMP1,ENSG00000072832,5823
EVC,ENSG00000072840,7148
DERL2,ENSG00000072849,6386
SIDT1,ENSG00000072858,8060
NDE1,ENSG00000072864,8039
MRVI1,ENSG00000072952,7700
TMEM38A,ENSG00000072954,3005
AP1M1,ENSG00000072958,14371
PVR,ENSG00000073008,3519
XRCC1,ENSG00000073050,3459
SCARB1,ENSG00000073060,7741
CYP2W1,ENSG00000073067,2773
MCM2,ENSG00000073111,4902
MOV10L1,ENSG00000073146,6872
PANX2,ENSG00000073150,3102
SELO,ENSG00000073169,2363
TP63,ENSG00000073282,7454
ALPK1,ENSG00000073331,12325
LLGL2,ENSG00000073350,7909
PDE8A,ENSG00000073417,7886
CLCN4,ENSG00000073464,6789
NLE1,ENSG00000073536,5463
SDHA,ENSG00000073578,8383
SMARCE1,ENSG00000073584,11022
FNDC8,ENSG00000073598,1388
GSDMB,ENSG00000073605,5905
KDM5A,ENSG00000073614,12106
ADAM11,ENSG00000073670,4770
PPP2R3A,ENSG00000073711,7837
FERMT2,ENSG00000073712,8510
ABCB11,ENSG00000073734,5151
DHRS9,ENSG00000073737,3750
CD5L,ENSG00000073754,2456
PTGS2,ENSG00000073756,5269
IGF2BP2,ENSG00000073792,4735
MAP3K13,ENSG00000073803,12623
ST6GAL1,ENSG00000073849,9151
TBX21,ENSG00000073861,2614
VDAC1P1,ENSG00000073905,848
FRY,ENSG00000073910,18452
PICALM,ENSG00000073921,5833
NSF,ENSG00000073969,5005
GLI2,ENSG00000074047,7406
CLASP1,ENSG00000074054,11052
MRPS34,ENSG00000074071,1097
NOTCH3,ENSG00000074181,9394
CLNS1A,ENSG00000074201,4592
PPP2R2C,ENSG00000074211,9198
TEAD2,ENSG00000074219,2980
EED,ENSG00000074266,7016
CDHR2,ENSG00000074276,5348
SNCB,ENSG00000074317,2006
TSG101,ENSG00000074319,3839
C17orf85,ENSG00000074356,14718
ATP2A3,ENSG00000074370,6893
CA12,ENSG00000074410,7313
MGLL,ENSG00000074416,10102
NTN4,ENSG00000074527,4166
BCS1L,ENSG00000074582,3379
NUAK1,ENSG00000074590,7008
DPP8,ENSG00000074603,10211
SLC24A1,ENSG00000074621,9084
ZNF532,ENSG00000074657,11951
SCARF1,ENSG00000074660,4961
LMAN1,ENSG00000074695,6767
PTPLAD1,ENSG00000074696,7097
IPCEF1,ENSG00000074706,8474
ZZEF1,ENSG00000074755,15878
NOX3,ENSG00000074771,2042
ENO1,ENSG00000074800,3958
SLC12A1,ENSG00000074803,12476
MYDGF,ENSG00000074842,1678
ANO8,ENSG00000074855,4979
TUBE1,ENSG00000074935,6973
ARHGEF10L,ENSG00000074964,7817
TXK,ENSG00000074966,3472
WSCD2,ENSG00000075035,6557
KCNQ2,ENSG00000075043,11355
TACR2,ENSG00000075073,2871
ACTR6,ENSG00000075089,3813
TIPIN,ENSG00000075131,2755
SRI,ENSG00000075142,4237
EIF4G3,ENSG00000075151,8535
NUP37,ENSG00000075188,3492
SEMA3A,ENSG00000075213,9371
GTSE1,ENSG00000075218,4242
SEMA3C,ENSG00000075223,6268
TTC38,ENSG00000075234,3578
ACAT1,ENSG00000075239,5584
GRAMD4,ENSG00000075240,4885
CELSR1,ENSG00000075275,12806
WNT8B,ENSG00000075290,2112
ZNF638,ENSG00000075292,12474
SLC25A40,ENSG00000075303,5081
TIMM21,ENSG00000075336,5208
ADD2,ENSG00000075340,12673
FGF4,ENSG00000075388,3233
RASAL2,ENSG00000075391,16044
VPS9D1,ENSG00000075399,3428
ZNF37A,ENSG00000075407,9626
MARK3,ENSG00000075413,8891
SLC25A3,ENSG00000075415,8896
FNDC3B,ENSG00000075420,13270
FOSL2,ENSG00000075426,7157
CACNG5,ENSG00000075429,1311
CACNG4,ENSG00000075461,3380
FRYL,ENSG00000075539,18152
TMEM131,ENSG00000075568,12985
FSCN1,ENSG00000075618,3692
ACTB,ENSG00000075624,3256
MOCOS,ENSG00000075643,6281
PLD1,ENSG00000075651,12859
ATP12A,ENSG00000075673,4442
WDR62,ENSG00000075702,9775
DLG1,ENSG00000075711,11001
RAB7A,ENSG00000075785,2717
BCAP29,ENSG00000075790,8409
SEC31B,ENSG00000075826,7938
SART3,ENSG00000075856,7271
ARHGAP15,ENSG00000075884,7743
TUBA3D,ENSG00000075886,1598
PAX2,ENSG00000075891,6243
EXOSC7,ENSG00000075914,4442
KIFAP3,ENSG00000075945,4978
MKRN2,ENSG00000075975,2848
MCM6,ENSG00000076003,4118
REXO2,ENSG00000076043,3699
RBM7,ENSG00000076053,7885
RBMS2,ENSG00000076067,8805
BAZ2A,ENSG00000076108,10918
PTPN23,ENSG00000076201,5981
MLH1,ENSG00000076242,3532
UNG,ENSG00000076248,2567
FMO4,ENSG00000076258,2517
KLHL20,ENSG00000076321,4254
RGS11,ENSG00000076344,4798
SLC46A1,ENSG00000076351,7838
PLXNA2,ENSG00000076356,13781
SPAG5,ENSG00000076382,5472
ANKRD13A,ENSG00000076513,7350
TPD52,ENSG00000076554,8197
ACACB,ENSG00000076555,14505
TRAF4,ENSG00000076604,4596
PAG1,ENSG00000076641,11023
GPATCH1,ENSG00000076650,4488
ICAM3,ENSG00000076662,2950
NT5C2,ENSG00000076685,5156
MCAM,ENSG00000076706,7422
GPC4,ENSG00000076716,4960
MBNL3,ENSG00000076770,12199
CAMSAP3,ENSG00000076826,4845
RAP1GAP,ENSG00000076864,5755
XAB2,ENSG00000076924,4673
ARHGEF1,ENSG00000076928,8636
STXBP2,ENSG00000076944,6040
MAP2K7,ENSG00000076984,5145
NMRK2,ENSG00000077009,1141
DGKD,ENSG00000077044,9771
CTTNBP2,ENSG00000077063,7035
ACTL6B,ENSG00000077080,2389
RARB,ENSG00000077092,3697
TOP2B,ENSG00000077097,6044
TM9SF3,ENSG00000077147,7095
NFKB2,ENSG00000077150,4484
UBE2T,ENSG00000077152,1065
PPP1R12B,ENSG00000077157,20796
DNAJC10,ENSG00000077232,21826
GTF3C1,ENSG00000077235,11562
IL4R,ENSG00000077238,5894
USP33,ENSG00000077254,6918
PAK3,ENSG00000077264,10312
CAPN6,ENSG00000077274,3568
DCX,ENSG00000077279,10138
SNRPA,ENSG00000077312,2361
SPAG6,ENSG00000077327,3887
EXOSC5,ENSG00000077348,1488
DYNC1I2,ENSG00000077380,4695
APBB1IP,ENSG00000077420,3981
LRCH4,ENSG00000077454,6838
FAM76B,ENSG00000077458,6042
SIRT6,ENSG00000077463,2787
TYR,ENSG00000077498,3016
POLD3,ENSG00000077514,5508
ACTN2,ENSG00000077522,5530
CAPZB,ENSG00000077549,3238
GPR137B,ENSG00000077585,2309
NAALAD2,ENSG00000077616,7254
JADE1,ENSG00000077684,9129
SLC25A43,ENSG00000077713,3115
UBE2A,ENSG00000077721,5276
FGFR1,ENSG00000077782,12698
FKBP6,ENSG00000077800,2469
SMC1B,ENSG00000077935,4253
FBLN1,ENSG00000077942,7128
ITGA8,ENSG00000077943,7528
CST7,ENSG00000077984,930
MAP2,ENSG00000078018,11559
PIAS2,ENSG00000078043,17527
AMPH,ENSG00000078053,5636
ARAF,ENSG00000078061,3535
MCCC1,ENSG00000078070,4321
LAMP3,ENSG00000078081,3816
FAP,ENSG00000078098,7003
NEBL,ENSG00000078114,13654
ACER3,ENSG00000078124,8442
UBE2K,ENSG00000078140,5245
PIK3C3,ENSG00000078142,15182
N4BP2,ENSG00000078177,9835
C12orf5,ENSG00000078237,3023
TULP3,ENSG00000078246,3181
SYNJ2,ENSG00000078269,9921
ADCY2,ENSG00000078295,17538
PPP2R5C,ENSG00000078304,14289
PMS2P1,ENSG00000078319,1044
RBFOX1,ENSG00000078328,8213
GNB1,ENSG00000078369,6417
HOXA9,ENSG00000078399,3029
EDN1,ENSG00000078401,2033
MLLT10,ENSG00000078403,6844
ZCWPW1,ENSG00000078487,3318
ADCYAP1R1,ENSG00000078549,6832
FGF20,ENSG00000078579,1688
P2RY10,ENSG00000078589,1803
ITM2A,ENSG00000078596,2051
NRD1,ENSG00000078618,6773
VDAC3,ENSG00000078668,3141
PCM1,ENSG00000078674,14445
TNRC6C,ENSG00000078687,11058
CBFA2T2,ENSG00000078699,9457
BRINP1,ENSG00000078725,3905
ITCH,ENSG00000078747,6666
PKD2L2,ENSG00000078795,4653
TP53INP2,ENSG00000078804,4228
SDF4,ENSG00000078808,4709
MYH7B,ENSG00000078814,7931
BPIFB2,ENSG00000078898,1898
TP73,ENSG00000078900,6763
TOLLIP,ENSG00000078902,5983
UBE2D4,ENSG00000078967,4713
CLUL1,ENSG00000079101,3846
RUNX1T1,ENSG00000079102,13535
CDH17,ENSG00000079112,3901
THOC1,ENSG00000079134,8102
FKBP7,ENSG00000079150,3080
OSBPL6,ENSG00000079156,11486
SLC1A3,ENSG00000079215,6265
XRCC5,ENSG00000079246,5463
LXN,ENSG00000079257,1504
SP140,ENSG00000079263,5582
MKNK1,ENSG00000079277,8070
TNS1,ENSG00000079308,15595
REXO1,ENSG00000079313,5199
SAR1A,ENSG00000079332,6914
CDC14A,ENSG00000079335,5420
RAPGEF3,ENSG00000079337,12078
CEACAM1,ENSG00000079385,5524
SENP1,ENSG00000079387,6342
DUSP13,ENSG00000079393,2351
CIC,ENSG00000079432,9494
LIPE,ENSG00000079435,5206
FDFT1,ENSG00000079459,5202
PAFAH1B3,ENSG00000079462,1419
OPHN1,ENSG00000079482,8224
AFM,ENSG00000079557,2244
KIF22,ENSG00000079616,4312
SCGN,ENSG00000079689,1482
LRRC16A,ENSG00000079691,6741
PGM1,ENSG00000079739,4090
DDX1,ENSG00000079785,3833
DNM2,ENSG00000079805,13443
EPB41L2,ENSG00000079819,10247
RIMS1,ENSG00000079841,12788
MOXD1,ENSG00000079931,5293
STX7,ENSG00000079950,16387
RABL2B,ENSG00000079974,5870
KEAP1,ENSG00000079999,3761
DDX43,ENSG00000080007,2807
PTPRH,ENSG00000080031,4344
DCT,ENSG00000080166,7543
SLC35C2,ENSG00000080189,7708
CRYBG3,ENSG00000080200,10929
EPHA6,ENSG00000080224,6291
SCTR,ENSG00000080293,3426
RFX3,ENSG00000080298,11169
RIF1,ENSG00000080345,18166
RAB21,ENSG00000080371,16036
SLC4A4,ENSG00000080493,8361
SMARCA2,ENSG00000080503,7255
RDH8,ENSG00000080511,2001
SESN1,ENSG00000080546,5121
MID2,ENSG00000080561,3097
PIH1D3,ENSG00000080572,1931
COL5A3,ENSG00000080573,6750
SRCAP,ENSG00000080603,15255
KIAA0020,ENSG00000080608,2707
CPB2,ENSG00000080618,1767
CHRNA3,ENSG00000080644,4765
KCNN2,ENSG00000080709,3995
CNOT4,ENSG00000080802,6999
PSEN1,ENSG00000080815,9947
CPOX,ENSG00000080819,3666
CLDND1,ENSG00000080822,5217
MOK,ENSG00000080823,11009
HSP90AA1,ENSG00000080824,5248
RBL1,ENSG00000080839,5954
DLGAP4,ENSG00000080845,8789
IGSF9B,ENSG00000080854,5753
CFHR2,ENSG00000080910,1087
CROCCP3,ENSG00000080947,6813
NDC80,ENSG00000080986,3600
AP4E1,ENSG00000081014,7359
RSBN1,ENSG00000081019,6819
MAGI3,ENSG00000081026,8180
CXCL2,ENSG00000081041,1500
AFP,ENSG00000081051,3259
COL4A4,ENSG00000081052,9895
TCF7,ENSG00000081059,10063
OSTM1,ENSG00000081087,5325
CDH7,ENSG00000081138,14532
IMPG2,ENSG00000081148,8337
PCNP,ENSG00000081154,3102
EXD2,ENSG00000081177,6263
ARG2,ENSG00000081181,2418
MEF2C,ENSG00000081189,10736
PTPRC,ENSG00000081237,8371
CACNA1S,ENSG00000081248,6168
PKP1,ENSG00000081277,6211
UBA5,ENSG00000081307,6827
STK17B,ENSG00000081320,6580
CDC14B,ENSG00000081377,10462
ZNF510,ENSG00000081386,5921
LRP2,ENSG00000081479,16260
ZNF506,ENSG00000081665,8414
JMJD4,ENSG00000081692,4315
DUSP12,ENSG00000081721,1762
AACS,ENSG00000081760,16094
KIAA0141,ENSG00000081791,6047
SLC13A1,ENSG00000081800,4415
CADPS2,ENSG00000081803,6351
PCDHB4,ENSG00000081818,3825
PCDHA6,ENSG00000081842,6133
PCDHGA2,ENSG00000081853,6724
HSPB11,ENSG00000081870,3236
PHLPP1,ENSG00000081913,9142
ATP8B1,ENSG00000081923,6652
IL12RB2,ENSG00000081985,4145
SMARCD3,ENSG00000082014,5198
WDR70,ENSG00000082068,7039
FYB,ENSG00000082074,6100
MPP4,ENSG00000082126,4924
STRADB,ENSG00000082146,3242
BZW1,ENSG00000082153,8085
PGR,ENSG00000082175,15306
C1QTNF3,ENSG00000082196,3576
ME2,ENSG00000082212,9363
